location;new_cases_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Bolivia;22.017;2.913;0.75;0.108;0.243
Bolivia;20.303;2.57;0.74;0.083;0.244
Bolivia;9.509;1.371;0.74;0.045;0.227
Bolivia;10.366;1.542;0.74;0.062;0.219
Bolivia;19.447;2.142;0.74;0.107;0.2
Bolivia;18.761;2.227;0.75;0.1;0.204
Bolivia;15.249;2.57;0.75;0.083;0.197
Bolivia;20.817;2.741;0.76;0.1;0.198
Bolivia;12.679;2.056;0.76;0.086;0.183
Bolivia;5.226;1.542;0.76;0.033;0.18
Bolivia;10.194;1.799;0.77;0.064;0.179
Bolivia;12.593;2.056;0.78;0.074;0.177
Bolivia;16.363;2.741;0.79;0.095;0.174
Bolivia;18.59;2.227;0.79;0.124;0.167
Bolivia;14.306;2.056;0.8;;0.16
Bolivia;14.306;1.628;0.8;;0.163
Bolivia;6.339;1.542;0.81;0.03;0.166
Bolivia;8.481;1.114;0.81;0.061;0.164
Bolivia;14.735;1.199;0.82;0.098;0.161
Bolivia;16.877;1.885;0.83;0.079;0.166
Bolivia;13.964;0.942;0.83;0.126;0.157
Bolivia;12.593;0.857;0.83;0.085;0.154
Bolivia;10.794;0.857;0.83;;0.157
Bolivia;6.511;0.514;0.83;;0.151
Bolivia;2.913;0.857;0.84;0.017;0.153
Bolivia;5.911;0.857;0.85;0.063;0.146
Bolivia;10.794;0.6;0.86;0.113;0.124
Bolivia;11.908;0.857;0.87;0.107;0.125
Bolivia;12.165;1.114;0.88;0.107;0.119
Bolivia;7.196;0.771;0.89;0.079;0.106
Bolivia;4.112;0.428;0.9;0.054;0.102
Bolivia;7.367;0.6;0.91;0.06;0.102
Bolivia;8.824;0.514;0.92;0.074;0.105
Bolivia;9.595;0.857;0.94;0.085;0.108
Bolivia;9.68;0.6;0.95;0.088;0.108
Bolivia;15.42;0.857;0.96;0.109;0.113
Bolivia;9.595;0.514;0.97;0.086;0.116
Bolivia;5.568;0.685;0.97;0.056;0.118
Bolivia;10.708;0.857;0.98;0.079;0.12
Bolivia;8.738;0.6;0.99;0.08;0.119
Bolivia;8.224;0.771;1;0.087;0.116
Bolivia;16.02;1.199;1.01;0.137;0.117
Bolivia;8.395;0.942;1.01;0.112;0.106
Bolivia;5.825;0.343;1.02;0.067;0.103
Bolivia;4.797;0.257;1.03;0.057;0.101
Bolivia;4.797;0.771;1.04;0.051;0.096
Bolivia;9.68;1.028;1.06;0.122;0.091
Bolivia;11.051;0.428;1.08;0.102;0.093
Bolivia;9.766;0.514;1.09;0.098;0.089
Bolivia;8.909;0.343;1.11;0.108;0.091
Bolivia;8.395;0.514;1.12;0.084;0.092
Bolivia;2.57;0.257;1.14;0.044;0.091
Bolivia;7.367;0.428;1.16;0.084;0.09
Bolivia;8.738;0.514;1.19;0.135;0.087
Bolivia;15.763;0.771;1.22;0.117;0.092
Bolivia;16.448;0.857;1.24;0.125;0.098
Bolivia;11.908;0.428;1.26;0.128;0.099
Bolivia;14.306;0.428;1.28;0.121;0.102
Bolivia;5.825;0.257;1.29;0.041;0.107
Bolivia;8.31;0.171;1.31;0.065;0.111
Bolivia;16.191;0.428;1.34;0.109;0.126
Bolivia;18.333;0.171;1.37;0.117;0.129
Bolivia;27.842;0.343;1.39;0.173;0.136
Bolivia;26.728;0.428;1.41;0.132;0.155
Bolivia;28.527;0.086;1.41;;0.181
Bolivia;10.28;0.343;1.42;;0.175
Bolivia;16.705;0.514;1.43;0.078;0.183
Bolivia;31.783;0.171;1.45;0.147;0.193
Bolivia;42.662;0.257;1.47;0.173;0.209
Bolivia;38.636;0.171;1.47;0.156;0.225
Bolivia;41.463;0.171;1.48;0.141;0.239
Bolivia;53.2;0.171;1.48;0.199;0.238
Bolivia;21.674;0.086;1.48;0.086;0.251
Bolivia;31.012;0.6;1.48;0.11;0.257
Bolivia;57.74;0.771;1.49;0.158;0.28
Bolivia;86.096;1.114;1.5;0.244;0.302
Bolivia;90.551;0.942;1.49;0.233;0.326
Bolivia;40.178;0.6;1.48;0.132;0.328
Bolivia;65.022;0.857;1.47;0.159;0.35
Bolivia;42.32;0.428;1.47;0.118;0.358
Bolivia;64.336;0.685;1.47;0.141;0.377
Bolivia;110.768;2.484;1.47;0.293;0.379
Bolivia;127.216;1.199;1.47;0.305;0.392
Bolivia;150.09;1.371;1.46;0.365;0.397
Bolivia;73.76;0.857;1.44;0.163;0.41
Bolivia;91.664;0.942;1.43;0.223;0.411
Bolivia;51.915;1.285;1.42;0.13;0.413
Bolivia;86.524;1.542;1.42;0.219;0.407
Bolivia;136.811;1.885;1.42;0.35;0.409
Bolivia;146.749;3.941;1.42;0.341;0.411
Bolivia;163.625;1.456;1.42;0.381;0.415
Bolivia;193.866;2.056;1.41;0.448;0.416
Bolivia;140.837;1.97;1.4;0.331;0.418
Bolivia;94.063;2.142;1.39;0.221;0.42
Bolivia;119.249;3.341;1.39;0.28;0.423
Bolivia;126.188;3.341;1.39;0.305;0.427
Bolivia;176.218;3.341;1.39;0.438;0.422
Bolivia;188.297;3.17;1.4;0.445;0.421
Bolivia;220.423;3.512;1.4;0.527;0.418
Bolivia;179.131;2.142;;0.433;0.416
Bolivia;128.758;3.427;;0.294;0.418
Bolivia;132.785;3.769;;0.276;0.424
Bolivia;201.918;3.598;;0.525;0.418
Bolivia;227.447;3.598;;0.443;0.435
Bolivia;226.848;4.626;;0.575;0.429
Bolivia;159.684;4.54;;0.44;0.421
Bolivia;148.376;4.797;;0.392;0.416
Bolivia;89.78;4.969;;;
Brazil;0.005;;;;
Brazil;0;;;;
Brazil;0;;;;
Brazil;0.005;;;;
Brazil;0;;;;
Brazil;0;;;;
Brazil;0;;;;
Brazil;0.009;;;;
Brazil;0;;;;
Brazil;0.042;;;;
Brazil;0;;;;
Brazil;0.033;;;;
Brazil;0.024;;;;
Brazil;0.028;;;;
Brazil;0.033;;;;
Brazil;0.066;;;;
Brazil;0.466;;;;
Brazil;0;;2.28;;
Brazil;0.052;;2.3;;
Brazil;0.179;;2.34;;
Brazil;0.569;0.005;2.38;;
Brazil;0.24;0.009;2.39;;
Brazil;1.171;0.014;2.41;;
Brazil;0.809;0.024;2.38;;
Brazil;1.073;0.019;2.36;;
Brazil;2.47;0.047;2.33;;
Brazil;1.778;0.042;2.28;;
Brazil;1.52;0.056;2.22;;
Brazil;1.444;0.061;2.17;;
Brazil;2.028;0.085;2.13;;
Brazil;2.032;0.071;2.1;;
Brazil;2.291;0.089;2.06;;
Brazil;1.656;0.118;2.03;;
Brazil;1.52;0.108;2.01;;
Brazil;5.354;0.198;2;;
Brazil;5.264;0.183;1.97;;
Brazil;5.683;0.395;1.93;;
Brazil;4.761;0.165;1.9;;
Brazil;6.135;0.405;1.86;;
Brazil;3.623;0.193;1.83;;
Brazil;4.85;0.367;1.8;;
Brazil;8.812;0.574;1.78;;
Brazil;10.049;0.626;1.75;;
Brazil;9.042;0.616;1.72;;
Brazil;7.273;0.503;1.69;;
Brazil;5.123;0.315;1.66;;
Brazil;6.892;0.466;1.64;;
Brazil;5.824;0.494;1.63;;
Brazil;8.619;0.96;1.62;;
Brazil;14.387;0.96;1.61;;
Brazil;9.903;0.884;1.59;;
Brazil;15.323;1.021;1.58;;
Brazil;14.001;1.002;1.57;;
Brazil;9.39;0.508;1.55;;
Brazil;9.828;0.588;1.54;;
Brazil;10.99;0.725;1.53;;
Brazil;12.599;0.776;1.53;;
Brazil;20.131;1.999;1.53;;
Brazil;18.851;1.755;1.53;;
Brazil;24.845;1.661;1.52;;
Brazil;17.764;1.077;1.51;;
Brazil;20.446;1.491;1.5;;
Brazil;27.235;2.258;1.5;;
Brazil;30.344;2.023;1.49;;
Brazil;35.294;2.319;1.48;;
Brazil;23.593;1.91;1.47;;
Brazil;23.043;1.642;1.45;;
Brazil;22.234;1.364;1.45;;
Brazil;31.963;1.487;1.44;;
Brazil;32.156;2.686;1.44;;
Brazil;52.484;3.058;1.44;;
Brazil;43.103;2.832;1.43;;
Brazil;52.319;3.891;1.42;;
Brazil;43.127;3.006;1.41;;
Brazil;31.229;2.197;1.4;;
Brazil;32.438;2.493;1.39;;
Brazil;40.553;3.801;1.39;;
Brazil;56.093;3.665;1.39;;
Brazil;61.291;3.571;1.38;;
Brazil;80.57;4.53;1.38;;
Brazil;62.194;3.293;1.37;;
Brazil;35.609;2.145;1.36;;
Brazil;67.219;3.458;1.36;;
Brazil;77.705;5.316;1.35;;
Brazil;92.652;4.121;1.35;;
Brazil;87.072;5.589;1.34;;
Brazil;97.869;4.709;1.33;;
Brazil;77.663;4.54;1.31;;
Brazil;74.393;3.072;1.3;;
Brazil;54.982;3.797;1.3;;
Brazil;76.797;4.888;1.29;;
Brazil;96.909;5.109;1.29;;
Brazil;124.281;5.438;1.29;;
Brazil;126.685;5.288;1.28;;
Brazil;156.54;4.498;1.27;;
Brazil;77.197;2.258;1.25;;
Brazil;54.564;2.931;1.24;;
Brazil;136.131;5.937;1.24;;
Brazil;134.706;6.346;1.23;;
Brazil;145.489;6.93;1.22;;
Brazil;145.042;4.728;1.21;;
Brazil;127.376;4.253;1.2;;
Brazil;88.973;2.47;1.19;;
Brazil;73.645;3.194;1.18;;
Brazil;150.974;5.984;1.18;;
Brazil;154.841;5.994;1.17;;
Brazil;143.075;5.829;1.16;;
Brazil;122.234;4.276;1.16;;
Brazil;102.108;4.196;1.15;;
Brazil;80.495;2.879;1.15;;
Brazil;97.135;2.95;1.15;;
Brazil;164.274;6.031;1.15;;
Brazil;151.431;5.97;1.15;;
Brazil;107.099;5.824;1.15;;
Brazil;257.674;5.674;1.15;;
Brazil;163.089;4.808;1.15;;
Brazil;74.153;2.893;1.14;;
Brazil;108.812;3.199;1.14;;
Brazil;185.529;6.464;1.14;;
Brazil;201.003;5.575;1.14;;
Brazil;185.75;5.368;1.13;;
Brazil;220.456;4.658;1.13;;
Brazil;182.034;5.217;1.12;;
Brazil;143.376;2.597;1.11;;
Brazil;113.154;3.256;1.1;;
Brazil;159.231;6.022;1.1;;
Brazil;219.76;4.883;1.1;;
Brazil;226.313;5.89;1.1;;
Brazil;198.641;6.069;1.09;;
Brazil;178.411;5.133;1.08;;
Brazil;122.559;2.832;1.07;;
Brazil;95.169;2.917;1.07;;
Brazil;213.14;5.9;1.07;;
Brazil;209.687;5.754;1.07;;
Brazil;200.504;5.74;1.06;;
Brazil;211.931;5.711;1.06;;
Brazil;183.586;5.039;1.05;;
Brazil;116.819;2.969;1.05;;
Brazil;95.437;3.448;1.05;;
Brazil;196.919;6.116;1.05;;
Brazil;187.825;5.801;1.05;;
Brazil;213.601;6.219;1.05;;
Brazil;160.788;5.471;1.05;;
Brazil;134.231;4.333;1.05;;
Brazil;110.694;3.368;1.05;;
Brazil;95.3;2.973;1.06;;
Brazil;192.925;6.431;1.07;;
Brazil;319.252;6.041;1.08;;
Brazil;282.091;6.168;1.08;;
Brazil;262.943;5.438;1.07;;
Brazil;240.624;5.697;1.07;;
Brazil;115.629;2.611;1.06;;
Brazil;109.541;2.889;1.06;;
Brazil;192.022;4.333;1.06;;
Brazil;324.963;7.504;1.06;;
Brazil;272.098;5.311;1.05;;
Brazil;246.439;5.702;1.04;;
Brazil;213.55;5.119;1.04;;
Brazil;121.378;2.545;1.03;;
Brazil;78.289;2.639;1.02;;
Brazil;242.77;5.429;1.03;;
Brazil;268.875;6.76;1.03;;
Brazil;249.996;5.82;1.02;;
Brazil;236.31;5.076;1.02;;
Brazil;235.087;4.258;1.01;;
Brazil;108.252;2.691;1;;
Brazil;103.726;3.307;1;;
Brazil;245.39;5.994;1;;
Brazil;259.48;5.528;1;;
Brazil;282.702;5.937;1;;
Brazil;238.258;4.987;0.99;;
Brazil;195.597;3.336;0.98;;
Brazil;108.68;2.917;0.98;;
Brazil;91.142;3.218;0.97;;
Brazil;224.803;6.361;0.98;;
Brazil;231.926;5.702;0.98;;
Brazil;213.225;5.664;0.97;;
Brazil;142.807;4.959;0.97;;
Brazil;235.379;4.196;0.97;;
Brazil;110.186;2.324;0.96;;
Brazil;80.345;2.658;0.97;;
Brazil;221.745;5.98;0.97;;
Brazil;221.872;5.104;0.97;;
Brazil;208.107;4.629;0.97;;
Brazil;204.235;4.022;0.97;;
Brazil;194.534;3.566;0.97;;
Brazil;76.016;2.663;0.96;;
Brazil;216.227;2.602;0.96;;
Brazil;200.692;5.716;0.96;;
Brazil;220.804;5.57;0.96;;
Brazil;205.933;3.924;0.95;;
Brazil;235.995;4.178;0.95;;
Brazil;146.778;3.298;0.94;;
Brazil;68.315;2.103;0.93;;
Brazil;48.33;1.458;0.93;;
Brazil;67.177;2.371;0.93;;
Brazil;168.499;5.057;0.94;;
Brazil;190.803;4.625;0.94;;
Brazil;205.674;4.112;0.95;;
Brazil;157.711;3.83;0.95;;
Brazil;69.477;1.952;0.94;;
Brazil;71.298;1.792;0.95;;
Brazil;172.436;5.236;0.95;;
Brazil;173.222;4.643;0.96;;
Brazil;170.79;3.9;0.96;;
Brazil;187.228;4.037;0.96;;
Brazil;155.519;3.477;0.96;;
Brazil;77.103;1.708;0.95;;
Brazil;63.093;1.774;0.95;;
Brazil;156.775;3.919;0.96;;
Brazil;0;0;0.96;;
Brazil;312.092;8.012;0.97;;
Brazil;150.127;3.43;0.97;;
Brazil;133.506;4.088;0.97;;
Brazil;67.36;1.576;0.96;;
Brazil;61.889;1.491;0.96;;
Brazil;150.819;4.06;0.97;;
Brazil;157.194;4.85;0.97;;
Brazil;170.103;3.425;0.97;;
Brazil;0;0;0.97;;
Brazil;281.056;6.149;0.98;;
Brazil;39.782;1.717;0.97;;
Brazil;56.201;1.52;0.97;;
Brazil;197.15;3.853;0.97;;
Brazil;148.443;3.453;0.97;;
Brazil;130.552;3.43;0.96;;
Brazil;129.112;3.209;0.96;;
Brazil;125.842;2.63;0.95;;
Brazil;58.064;1.364;0.95;;
Brazil;39.655;0.946;0.95;;
Brazil;48.081;1.454;0.95;;
Brazil;128.129;3.524;0.96;;
Brazil;134.188;3.354;0.97;;
Brazil;145.437;3.547;0.97;;
Brazil;113.201;2.169;0.97;;
Brazil;0;0;0.97;;
Brazil;124.036;2.357;0.98;;
Brazil;109.273;3.11;0.99;;
Brazil;116.758;2.663;0.99;;
Brazil;116.946;2.338;1;;
Brazil;141.259;2.686;1;;
Brazil;126.925;2.032;1;;
Brazil;63.479;1.087;1;;
Brazil;73.984;1.237;1;;
Brazil;140.135;2.583;1;;
Brazil;134.687;2.399;1;;
Brazil;122.817;2.413;1;;
Brazil;104.827;2.39;1;;
Brazil;89.137;1.915;1;;
Brazil;47.516;0.894;1;;
Brazil;39.994;0.842;1;;
Brazil;55.716;1.143;1.01;;
Brazil;112.797;2.87;1.03;;
Brazil;0;0;1.04;;
Brazil;193.621;4.276;1.06;;
Brazil;105.288;1.195;1.07;;
Brazil;49.652;0.602;1.08;;
Brazil;51.36;1.087;1.09;;
Brazil;112.783;0.819;1.11;;
Brazil;228.901;2.663;1.13;;
Brazil;159.588;4.295;1.13;;
Brazil;136.762;2.145;1.13;;
Brazil;180.218;4.333;1.12;;
Brazil;66.494;0.659;1.12;;
Brazil;62.905;1.016;1.12;;
Brazil;166.043;3.223;1.13;;
Brazil;160.383;3.557;1.13;;
Brazil;168.979;2.851;1.13;;
Brazil;180.641;2.597;1.13;;
Brazil;153.472;1.769;1.12;;
Brazil;87.576;0.913;1.12;;
Brazil;76.247;1.421;1.12;;
Brazil;146.312;2.964;1.13;;
Brazil;225.339;3.077;1.13;;
Brazil;176.958;3.251;1.13;;
Brazil;160.567;2.418;1.13;;
Brazil;244.271;2.762;1.13;;
Brazil;115.111;1.28;1.13;;
Brazil;99.445;1.35;1.13;;
Brazil;239.505;3.279;1.13;;
Brazil;234.584;3.284;1.13;;
Brazil;237.27;3.552;1.13;;
Brazil;220.569;3.265;1.12;;
Brazil;203.28;3.124;1.11;;
Brazil;124.027;1.473;1.1;;
Brazil;95.837;1.769;1.1;;
Brazil;240.347;3.961;1.1;;
Brazil;251.473;3.933;1.1;;
Brazil;250.975;3.623;1.1;;
Brazil;256.06;3.161;1.09;;
Brazil;206.53;3.227;1.09;;
Brazil;102.677;1.313;1.08;;
Brazil;118.522;2.037;1.08;;
Brazil;201.774;4.535;1.08;;
Brazil;332.02;4.403;1.08;;
Brazil;328.501;5.137;1.08;;
Brazil;247.197;3.872;1.07;;
Brazil;236.061;3.321;1.06;;
Brazil;119.708;1.919;1.05;;
Brazil;117.704;2.479;1.04;;
Brazil;259.702;4.554;1.04;;
Brazil;219.684;4.521;1.04;;
Brazil;274.878;3.585;1.03;;
Brazil;115.803;2.381;1.03;;
Brazil;81.135;1.444;1.02;;
Brazil;86.936;1.618;1.03;;
Brazil;96.669;2.028;1.04;;
Brazil;276.243;5.227;1.05;;
Brazil;261.804;5.617;1.06;;
Brazil;267.092;5.053;1.06;;
Brazil;115.756;2.174;1.06;;
Brazil;74.459;1.477;1.07;;
Brazil;81.582;1.378;1.08;;
Brazil;94.12;2.555;1.1;;
Brazil;266.504;5.509;1.12;;
Brazil;298.411;5.843;1.13;;
Brazil;413.263;7.17;1.14;;
Brazil;244.802;4.526;1.14;;
Brazil;293.047;5.509;1.14;;
Brazil;140.158;2.206;1.14;;
Brazil;121.481;2.258;1.14;;
Brazil;301.21;5.222;1.15;;
Brazil;286.503;5.994;1.15;;
Brazil;318.772;5.321;1.16;;
Brazil;325.547;5.415;1.16;;
Brazil;289.646;4.94;;;
Brazil;155.439;2.592;;;
Brazil;111.362;2.126;;;
Brazil;292.125;5.608;;;
Brazil;302.904;6.304;;;
Brazil;278.129;6.191;;;
Brazil;266.053;5.156;;;
Brazil;293.254;5.655;;;
Brazil;133.247;2.785;;;
Brazil;;;;;
Chile;0.105;;;;
Chile;0;;;;
Chile;0;;;;
Chile;0;;;;
Chile;0;;;;
Chile;0;;;;
Chile;0;;;;
Chile;0.366;;;;
Chile;0;;;;
Chile;0.052;;;;
Chile;0;;;;
Chile;0.157;;;;
Chile;0;;;;
Chile;0;;;;
Chile;0.366;;;;
Chile;0;;;;
Chile;0.262;;;;
Chile;0.523;;;;
Chile;0;;;;
Chile;1.046;;;;
Chile;1.726;;;;
Chile;0.68;;;;
Chile;4.237;;2.52;;
Chile;2.406;;2.48;;
Chile;1.936;;2.44;;
Chile;0;;2.42;;
Chile;10.253;;2.44;;
Chile;6.853;;2.38;;
Chile;4.97;0.052;2.31;;
Chile;5.964;0.052;2.25;;
Chile;9.207;0;2.2;;
Chile;11.509;0.052;2.15;;
Chile;8.579;0.052;2.09;;
Chile;15.903;0.052;2.04;;
Chile;18.309;0.052;1.98;;
Chile;12.032;0.052;1.92;;
Chile;16.217;0.052;1.86;;
Chile;15.118;0.209;1.81;;
Chile;15.327;0.209;1.76;;
Chile;19.512;0.105;1.71;;
Chile;17.42;0.209;1.67;;
Chile;26.784;0.262;1.63;;
Chile;16.217;0.366;1.59;;
Chile;17.995;0.157;1.55;;
Chile;15.746;0.314;1.52;;
Chile;22.494;0.262;1.49;;
Chile;22.285;0.471;1.47;;0.096
Chile;27.673;0.418;1.45;0.232;0.097
Chile;35.101;0.418;1.43;0.187;0.1
Chile;14.961;0.366;1.4;0.308;0.098
Chile;16.321;0.105;1.38;0.145;0.101
Chile;20.506;0.523;1.36;0.144;0.101
Chile;18.623;0.105;1.36;0.213;0.103
Chile;27.934;0.575;1.35;0.343;0.105
Chile;23.279;0.575;1.35;0.285;0.106
Chile;47.447;0.523;1.35;0.262;0.102
Chile;18.728;0.366;1.34;0.249;0.106
Chile;21.919;0.314;1.33;0.271;0.109
Chile;17.001;0.418;1.34;0.185;0.11
Chile;24.273;0.68;1.35;0.333;0.112
Chile;26.993;0.418;1.36;0.336;0.112
Chile;25.842;0.314;1.38;0.372;0.114
Chile;71.301;0.366;1.4;0.363;0.119
Chile;24.743;0.418;1.4;0.354;0.124
Chile;25.214;0.471;1.4;0.275;0.125
Chile;28.876;0.471;1.42;0.258;0.132
Chile;27.202;0.471;1.44;0.338;0.142
Chile;59.531;0.575;1.46;0.413;0.152
Chile;51.527;0.366;1.48;0.466;0.16
Chile;132.139;0.68;1.5;0.521;0.167
Chile;64.239;0.68;1.49;0.357;0.178
Chile;51.265;0.523;1.48;0.414;0.186
Chile;71.824;0.262;1.47;0.417;0.194
Chile;53.986;0.314;1.47;0.524;0.198
Chile;80.194;0.209;1.47;0.634;0.202
Chile;72.765;0.471;1.48;0.614;0.209
Chile;180.894;0.523;1.49;0.625;0.215
Chile;86.157;0.418;1.47;0.669;0.225
Chile;62.617;0.575;1.47;0.7;0.236
Chile;86.733;0.628;1.47;0.486;0.244
Chile;139.149;0.575;1.47;0.545;0.252
Chile;139.097;1.151;1.48;0.61;0.263
Chile;130.884;1.36;1.48;0.842;0.27
Chile;286.929;1.412;1.48;0.461;0.282
Chile;123.089;1.517;1.46;0.689;0.291
Chile;119.166;1.465;1.45;0.916;0.299
Chile;184.137;1.622;1.44;0.847;0.308
Chile;211.234;1.831;1.44;0.652;0.317
Chile;207.363;2.354;1.43;0.854;0.33
Chile;223.685;2.145;1.42;0.842;0.342
Chile;514.851;2.249;1.42;0.797;0.349
Chile;194.024;2.354;1.39;0.755;0.355
Chile;256.065;2.249;1.36;0.852;0.36
Chile;207.363;2.354;1.34;0.684;0.362
Chile;226.405;1.831;1.32;0.701;0.363
Chile;243.458;2.563;1.31;0.819;0.359
Chile;193.291;2.825;1.3;0.854;0.356
Chile;689.886;2.773;1.29;0.88;0.357
Chile;252.665;2.982;1.26;1;0.353
Chile;286.145;3.086;1.23;0.884;0.351
Chile;184.555;3.923;1.21;0.703;0.348
Chile;258.524;4.551;1.19;0.813;0.343
Chile;243.981;4.237;1.18;0.949;0.343
Chile;220.075;4.813;1.17;1.156;0.34
Chile;731.84;4.865;1.17;0.992;0.338
Chile;335.056;5.022;1.14;1.112;0.335
Chile;245.655;32.799;1.11;1.048;0.331
Chile;204.695;0.994;1.09;0.93;0.325
Chile;298.019;10.044;1.08;0.757;0.325
Chile;294.828;9.05;1.07;1.045;0.317
Chile;353.313;11.613;1.05;0.98;0.313
Chile;428.014;12.084;1.04;1.058;0.307
Chile;362.938;11.613;1.02;1.054;0.304
Chile;269.039;2.04;1;0.984;0.301
Chile;262.238;1.099;0.98;0.762;0.302
Chile;99.392;12.136;0.96;0.661;0.299
Chile;234.095;11.822;0.96;0.889;0.296
Chile;329.04;13.183;0.95;1.064;0.292
Chile;280.129;10.567;0.94;1.05;0.289
Chile;293.311;9.625;0.93;1.052;0.281
Chile;241.052;1.203;0.92;0.975;0.278
Chile;198.993;0.157;0.91;0.665;0.273
Chile;190.885;11.822;0.9;0.658;0.267
Chile;243.144;8.998;0.89;0.913;0.263
Chile;224.731;8.631;0.89;0.955;0.259
Chile;230.485;14.595;0.88;0.939;0.254
Chile;220.546;8.474;0.87;0.961;0.252
Chile;210.136;3.453;0.87;0.879;0.249
Chile;177.546;5.911;0.86;0.698;0.246
Chile;138.626;3.4;0.85;0.543;0.242
Chile;130.674;8.736;0.85;0.567;0.237
Chile;185.602;6.853;0.85;0.815;0.233
Chile;196.587;7.376;0.85;0.904;0.224
Chile;192.768;6.068;0.85;0.942;0.216
Chile;158.243;3.976;0.84;0.857;0.208
Chile;128.791;2.616;0.84;0.631;0.2
Chile;107.971;7.271;0.84;0.547;0.192
Chile;163.892;5.702;0.84;0.881;0.186
Chile;159.969;5.179;0.84;0.927;0.178
Chile;144.119;5.231;0.84;0.956;0.173
Chile;157.563;5.127;0.85;1.003;0.164
Chile;136.847;2.354;0.84;0.914;0.158
Chile;96.044;2.354;0.84;0.64;0.153
Chile;89.558;6.12;0.85;0.639;0.149
Chile;130.413;5.44;0.85;0.899;0.146
Chile;143.386;55.293;0.86;0.978;0.145
Chile;125.914;5.127;0.86;0.927;0.142
Chile;109.017;3.034;0.86;0.823;0.143
Chile;109.802;6.801;0.86;0.855;0.14
Chile;86.523;2.302;0.87;0.659;0.139
Chile;89.924;2.354;0.88;0.669;0.137
Chile;123.299;6.068;0.88;0.987;0.132
Chile;133.133;3.976;0.89;1.102;0.128
Chile;119.689;5.545;0.89;1.001;0.124
Chile;114.981;4.813;0.9;1.031;0.118
Chile;111.581;3.923;0.9;1.127;0.114
Chile;98.189;2.773;0.9;0.92;0.108
Chile;92.853;1.988;0.9;0.896;0.103
Chile;102.583;5.179;0.91;1.062;0.099
Chile;111.476;4.185;0.91;1.197;0.096
Chile;104.152;3.976;0.91;1.276;0.094
Chile;108.442;3.923;0.92;1.303;0.091
Chile;92.173;5.179;0.92;1.27;0.089
Chile;76.846;1.988;0.92;0.986;0.09
Chile;92.121;2.459;0.93;1.119;0.089
Chile;101.903;5.074;0.93;1.193;0.088
Chile;112.679;3.61;0.94;1.321;0.087
Chile;114.981;2.773;0.94;1.414;0.086
Chile;106.35;3.453;0.94;1.489;0.085
Chile;103.996;3.243;0.94;1.361;0.083
Chile;82.234;2.04;0.94;1.164;0.081
Chile;81.188;1.412;0.94;1.012;0.078
Chile;97.613;4.917;0.95;1.236;0.076
Chile;108.651;2.145;0.95;1.445;0.074
Chile;93.69;2.877;0.95;1.491;0.073
Chile;106.925;2.982;0.95;1.615;0.071
Chile;81.397;3.191;0.95;1.323;0.07
Chile;70.778;1.726;0.95;1.214;0.07
Chile;61.832;1.674;0.95;1.008;0.07
Chile;94.789;4.865;0.96;1.375;0.07
Chile;100.438;2.72;0.97;1.5;0.07
Chile;101.432;3.61;0.97;1.555;0.07
Chile;102.374;3.139;0.97;1.673;0.07
Chile;99.549;3.348;0.97;1.436;0.07
Chile;74.126;2.197;0.97;1.282;0.069
Chile;72.19;1.674;0.98;1.06;0.069
Chile;90.865;4.29;0.98;1.413;0.068
Chile;97.823;3.139;0.98;1.584;0.067
Chile;106.559;2.563;0.99;1.686;0.067
Chile;102.792;3.296;0.99;1.819;0.066
Chile;91.65;2.354;0.99;1.669;0.065
Chile;74.23;1.674;0.99;1.377;0.065
Chile;83.385;1.203;0.99;1.19;0.065
Chile;92.173;4.08;0.99;1.425;0.065
Chile;102.949;3.766;0.99;1.672;0.065
Chile;102.792;2.982;0.99;1.81;0.065
Chile;108.599;2.145;0.99;1.846;0.065
Chile;92.278;3.139;0.99;1.621;0.064
Chile;66.279;1.569;0.98;1.464;0.064
Chile;77.735;1.046;0.98;1.141;0.063
Chile;85.896;4.133;0.99;1.481;0.062
Chile;97.613;3.61;0.99;1.783;0.063
Chile;111.476;2.354;0.99;1.991;0.062
Chile;108.913;2.825;0.99;1.899;0.062
Chile;88.145;3.348;0.99;1.704;0.061
Chile;81.083;1.412;0.98;1.423;0.061
Chile;68.214;0.942;0.98;1.209;0.061
Chile;97.457;4.394;0.98;1.655;0.062
Chile;87.727;2.982;0.98;1.739;0.066
Chile;96.62;2.877;0.98;1.822;0.069
Chile;83.699;1.674;0.98;1.445;0.071
Chile;62.46;0.628;0.98;0.88;0.072
Chile;55.189;1.203;0.98;0.7;0.072
Chile;72.19;1.255;0.99;0.815;0.072
Chile;90.551;6.487;1;1.521;0.071
Chile;116.864;3.034;1.01;1.97;0.067
Chile;110.43;3.348;1.01;1.996;0.062
Chile;100.543;2.616;1;2.061;0.06
Chile;92.592;2.982;1;1.96;0.059
Chile;85.216;1.412;1;1.513;0.059
Chile;88.459;0.837;0.99;1.439;0.058
Chile;92.016;4.237;0.99;1.754;0.057
Chile;96.253;2.354;0.99;2.023;0.056
Chile;98.398;2.72;0.98;1.867;0.056
Chile;89.348;3.139;0.98;1.901;0.055
Chile;81.972;3.034;0.97;1.894;0.054
Chile;81.606;1.726;0.97;1.377;0.054
Chile;59.321;1.046;0.96;1.031;0.054
Chile;82.443;4.028;0.97;1.724;0.054
