location;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Peru;10,599,952;120,193;116,073;6,035;1.1;0.148;0.299
Peru;10,723,998;124,045;118,127;5,732;1.11;0.086;0.294
Peru;10,848,073;124,076;119,401;5,975;1.11;0.199;0.292
Peru;10,981,702;133,629;122,269;5,914;1.12;0.196;0.289
Peru;11117.06;135,358;124,777;5,702;1.12;0.198;0.282
Peru;11,254,935;137,875;127,858;117,888;1.12;0.208;0.28
Peru;11,402,486;147.55;131,818;5,732;1.13;0.195;0.283
Peru;11,402,486;0.0;114,648;0.0;1.13;0.152;0.286
Peru;11,402,486;0.0;96,927;0.0;1.14;0.079;0.286
Peru;11819.69;417,204;138,802;17,439;1.15;0.191;0.283
Peru;11,980,069;160,379;142,624;5,884;1.15;0.069;0.289
Peru;12,152,277;172,208;147,888;6,187;1.15;0.192;0.29
Peru;12,152,277;0.0;128,192;0.0;1.15;0.196;0.295
Peru;12,358,786;206.51;136,614;6,217;1.16;0.204;0.291
Peru;12,358,786;0.0;136,614;0.0;1.16;0.199;0.287
Peru;13,006,551;647,765;229,152;17,985;1.17;0.099;0.291
Peru;13,135,449;128,898;187,966;5,975;1.16;0.214;0.293
Peru;13,341,382;205,933;194,473;5,944;1.15;0.196;0.291
Peru;13,575,946;234,564;203,381;6,703;1.15;0.231;0.285
Peru;13,812,057;236,111;237,111;5,944;1.14;0.21;0.284
Peru;14,068,821;256,765;244,291;6,824;1.14;0.211;0.28
Peru;14,068,821;0.0;244,291;0.0;1.13;0.196;0.275
Peru;14,497,945;429,124;213,056;12,829;1.13;0.096;0.27
Peru;14,652,895;154.95;216,778;6,187;1.12;0.225;0.263
Peru;14,851,458;198,563;215,725;6,824;1.12;0.204;0.257
Peru;14,851,458;0.0;182,216;0.0;1.11;0.229;0.257
Peru;15,120,627;269,169;186,939;6.43;1.11;0.209;0.252
Peru;15,658,693;538,065;227,125;125,653;1.11;0.24;0.248
Peru;15,658,693;0.0;227,125;0.0;1.1;0.193;0.245
Peru;15,947,029;288,337;207,012;6,642;1.1;0.052;0.248
Peru;16,254,656;307,626;228,823;6,248;1.09;0.259;0.242
Peru;16422.89;168,234;224.49;6,066;1.08;0.247;0.237
Peru;16,660,305;237,415;258,407;5,368;1.08;0.25;0.232
Peru;16,936,267;275,963;259,377;5,338;1.07;0.238;0.224
Peru;17,198,279;262,011;219,941;6,066;1.07;0.28;0.219
Peru;17,471,482;273,203;258.97;6,399;1.06;0.21;0.214
Peru;17,749,567;278,086;257,505;6,308;1.05;0.061;0.209
Peru;18,025,257;275.69;252,943;6,369;1.05;0.233;0.209
Peru;18,210,627;185.37;255,391;4,549;1.04;0.235;0.202
Peru;18,421,231;210,604;251,561;5,702;1.04;0.249;0.197
Peru;18,603,083;181,852;238,117;3.73;1.03;0.247;0.189
Peru;18,864,488;261,405;238.03;4.64;1.02;0.241;0.183
Peru;19,106,028;241,539;233,507;5,884;1.02;0.241;0.176
Peru;19,393,364;287,336;234,828;4,125;1.01;0.044;0.176
Peru;19,627,836;234,473;228.94;5.49;1.01;0.256;0.165
Peru;19,775,569;147,732;223,563;4,731;1.0;0.236;0.161
Peru;19,930,003;154,435;215,539;3,761;1.0;0.239;0.154
Peru;19,930,003;0.0;189.56;0.0;0.99;0.224;0.152
Peru;20,324,764;394,761;208,611;10,221;0.99;0.277;0.144
Peru;20,528,059;203,295;203,147;4,519;0.99;0.188;0.144
Peru;20,735,933;207,874;191,796;4,034;0.99;0.061;0.144
Peru;20,926,247;190,314;185,487;4.58;0.98;0.228;0.143
Peru;20,974,713;48,466;171,306;4,185;0.98;0.274;0.135
Peru;21,114,681;139,968;169.24;4,458;0.98;0.284;0.131
Peru;21,314,427;199,746;197,775;3,427;0.98;0.199;0.13
Peru;21,535,555;221,128;172.97;3,276;0.97;0.213;0.13
Peru;21,735,817;200,262;172,537;3,821;0.97;0.183;0.128
Peru;21,922,703;186,887;169,539;1,698;0.97;0.05;0.128
Peru;22,128,546;205,842;171,757;5,581;0.97;0.321;0.121
Peru;22,257,171;128,625;183,208;3,094;0.96;0.237;0.124
Peru;22,383,339;126,168;181,237;3,488;0.96;0.243;0.122
Peru;22,576,837;193,498;180,344;3,761;0.96;0.254;0.116
Peru;22,749,651;172,814;173,442;2,881;0.96;0.227;0.113
Peru;22,941,148;191,497;172.19;4,155;0.96;0.212;0.109
Peru;23136.86;195,712;173,451;2,608;0.96;0.085;0.107
Peru;23,319,744;182,883;170,171;0.0;0.95;0.207;0.108
Peru;23,319,744;0.0;151,796;0.0;0.95;0.259;0.101
Peru;23551.79;232,046;166,922;6,035;0.95;0.195;0.103
Peru;23,738,283;186,492;165,921;9,159;0.95;0.234;0.102
Peru;24,098,863;360.58;192,745;5,065;0.95;0.181;0.103
Peru;24,098,863;0.0;165,388;0.0;0.94;0.164;0.103
Peru;24,267,431;168,568;161.51;3,185;0.94;0.056;0.104
Peru;24,423,928;156,497;157,741;3,639;0.93;0.214;0.101
Peru;24527.41;103,482;172,524;1.88;0.93;0.235;0.099
Peru;24,620,035;92,624;152,606;2,184;0.93;0.25;0.094
Peru;24,712,872;92,837;139,227;2,032;0.92;0.214;0.095
Peru;24,818,052;105,181;102,741;2,184;0.92;0.22;0.09
Peru;24,917,137;99,085;116,896;2,244;0.92;0.161;0.089
Peru;24,917,137;0.0;92,815;0.0;0.92;0.071;0.088
Peru;25,117,459;200,322;99,076;4,034;0.93;0.242;0.083
Peru;25,172,961;55,502;92,222;2.79;0.93;0.276;0.081
Peru;25,261,825;88,864;91,684;2,426;0.93;0.258;0.077
Peru;25,344,714;82,889;90,263;2,881;0.93;0.236;0.073
Peru;25,434,245;89,531;88,027;2,699;0.93;0.267;0.069
Peru;25,660,923;226,678;106,255;3,791;0.94;0.186;0.067
Peru;25,760,493;99.57;120,479;2,487;0.93;0.094;0.067
Peru;25,815,085;54,592;99,661;1,577;0.93;0.286;0.065
Peru;25,900,097;85,012;103,877;1.88;0.93;0.298;0.064
Peru;25,900,097;0.0;91,182;0.0;0.94;0.332;0.062
Peru;26,074,973;174,876;104,323;4,792;0.94;0.246;0.062
Peru;26,074,973;0.0;91,533;0.0;0.94;0.291;0.064
Peru;26,156,164;81.19;70,749;2,153;0.94;0.243;0.065
Peru;26,251,154;94.99;70,094;1,638;0.95;0.108;0.063
Peru;26,345,962;94,808;75.84;1,729;0.95;0.297;0.063
Peru;26,412,716;66,754;73,231;1.85;0.95;0.344;0.062
Peru;26,511,042;98,326;87,278;1,668;0.96;0.335;0.062
Peru;26,685,676;174,634;87,243;3,306;0.96;0.402;0.055
Peru;26,685,676;0.0;87,243;0.0;0.96;0.357;0.051
Peru;26,783,942;98,266;89,683;1,486;0.96;0.241;0.049
Peru;26,953,753;169,812;100,371;3,518;0.96;0.087;0.049
Peru;26,953,753;0.0;86,827;0.0;0.96;0.396;0.047
Peru;27,010,135;56,381;85,346;1,456;0.96;0.431;0.044
Peru;27,068,457;58,322;79,631;1.82;0.97;0.417;0.042
Peru;27,142,187;73.73;65,216;1,759;0.97;0.419;0.045
Peru;27,223,044;80,857;76,767;1,425;0.97;0.529;0.045
Peru;27,301,474;78,431;73,933;1,486;0.98;0.366;0.045
Peru;27,371,928;70,454;59,739;1,971;0.98;0.145;0.045
Peru;27,371,928;0.0;59,739;0.0;0.98;0.592;0.046
Peru;27,371,928;0.0;51,685;0.0;0.99;0.598;0.047
Peru;27,653,502;281,574;83,578;5,914;1.0;0.594;0.05
Peru;27,742,517;89,015;85,761;1,789;0.99;0.567;0.049
Peru;27,742,517;0.0;74.21;0.0;0.99;0.567;0.049
Peru;27,826,862;84,345;75,055;1,607;0.99;0.445;0.049
Peru;27,902,896;76,035;75,853;1,152;0.99;0.149;0.049
Peru;27973.35;70,454;85,917;1,759;0.99;0.562;0.049
Peru;28,009,563;36,213;91,091;1,941;0.99;0.55;0.05
Peru;28,067,309;57,746;59,115;1,486;0.99;0.573;0.049
Peru;28,145,406;78,097;57,556;1,183;0.99;0.587;0.048
Peru;28213.07;67,664;67,222;1,092;1.0;0.492;0.051
Peru;28,286,254;73,184;65,627;1,183;1.0;0.351;0.05
Peru;28,354,463;68.21;64.51;2,153;1.0;0.157;0.05
Peru;28,418,518;64,055;63,595;1,638;1.0;0.568;0.05
Peru;28,456,641;38,123;63,868;1,213;1.0;0.614;0.049
Peru;28,507,078;50,437;62,824;1,395;1.0;0.611;0.05
Peru;28,507,078;0.0;51,667;0.0;1.01;0.514;0.049
Peru;28,627,969;120,891;59,271;3,912;1.01;0.495;0.05
Peru;28,754,259;126.29;66,858;3,124;1.02;0.303;0.052
Peru;28,754,259;0.0;57,114;0.0;1.02;0.158;0.053
Peru;28,802,452;48,193;54,848;1,395;1.02;0.575;0.055
Peru;28,829,353;26,902;53,245;1,395;1.02;0.572;0.056
Peru;28,886,432;57,079;54,193;1,334;1.03;0.553;0.059
Peru;28,886,432;0.0;54,193;0.0;1.03;0.575;0.06
Peru;29,004,958;118,525;53,855;3,033;1.04;0.515;0.059
Peru;29126.91;121,953;53,236;2,851;1.05;0.345;0.059
Peru;29,192,481;65,571;62,603;1,334;1.05;0.134;0.058
Peru;29,192,481;0.0;55,719;0.0;1.05;0.504;0.06
Peru;29,225,085;32,604;56,533;1,304;1.05;0.429;0.063
Peru;29,225,085;0.0;48,379;0.0;1.05;0.429;0.064
Peru;29,330,326;105,241;63,413;3,336;1.06;0.547;0.067
Peru;29,330,326;0.0;46,481;0.0;1.07;0.424;0.07
Peru;29,445,121;114,795;45,459;3,609;1.07;0.399;0.071
Peru;29,500,562;55,441;44,012;1,092;1.08;0.111;0.072
Peru;29,537,685;37,123;49,315;1,304;1.08;0.552;0.073
Peru;29,537,685;0.0;44,657;0.0;1.09;0.221;0.074
Peru;29,619,846;82,161;56,394;3,852;1.09;0.558;0.076
Peru;29,695,365;75,519;52,148;2,972;1.1;0.559;0.079
Peru;29,695,365;0.0;52,148;0.0;1.11;0.508;0.081
Peru;29,750,928;55,563;43,687;1,365;1.11;0.247;0.086
Peru;29,750,928;0.0;35,766;0.0;1.12;0.13;0.086
Peru;29,873,153;122,225;47,924;4,034;1.13;0.597;0.092
Peru;29,908,244;35,091;52,937;2,335;1.14;0.576;0.094
Peru;29,908,244;0.0;41.2;0.0;1.15;0.508;0.099
Peru;30,009,148;100,904;44,826;3,154;1.16;0.508;0.104
Peru;30,009,148;0.0;44,826;0.0;1.16;0.469;0.108
Peru;30,009,148;0.0;36,889;0.0;1.18;0.319;0.108
Peru;30,204,527;195,379;64.8;5,338;1.19;0.112;0.111
Peru;30,253,599;49,072;54,349;2,093;1.19;0.523;0.114
Peru;30,282,654;29,055;53,487;2,123;1.19;0.459;0.119
Peru;30,333,546;50,892;60,757;1,365;1.2;0.391;0.123
Peru;30,333,546;0.0;46,343;0.0;1.21;0.19;0.13
Peru;30,449,675;116,129;62,932;3,003;1.22;0.079;0.135
Peru;30497.11;47,434;69,709;1,547;1.22;0.35;0.141
Peru;30497.11;0.0;41,798;0.0;1.23;0.114;0.143
Peru;30,561,134;64,024;43,934;3,215;1.24;0.681;0.152
Peru;30,599,075;37,941;45,203;1,547;1.25;0.627;0.158
Peru;30,647,238;48,162;44,813;1,486;1.26;0.451;0.169
Peru;30,787,994;140,756;64,921;3,215;1.27;0.238;0.173
Peru;30,787,994;0.0;48,331;0.0;1.28;0.043;0.174
Peru;30,787,994;0.0;41,555;0.0;1.29;0.174;0.18
Peru;30,877,828;89,834;54,388;2,821;1.31;0.05;0.181
Peru;30,919,561;41,733;51,204;1,729;1.32;0.296;0.197
Peru;30,919,561;0.0;45,784;0.0;1.34;0.22;0.218
Peru;30,996,687;77,126;49,921;2,881;1.36;0.136;0.224
Peru;30,996,687;0.0;29,813;0.0;1.38;0.072;0.221
Peru;31,122,916;126,229;47,846;3,761;1.4;0.007;0.222
Peru;31,122,916;0.0;47,846;0.0;1.42;;
Peru;31,122,916;0.0;35,013;0.0;1.44;;
Peru;31,395,998;273,081;68,062;7,006;1.47;;
Peru;31461.69;65,692;77,447;1,668;1.48;;
Peru;31,549,068;87,378;78,911;1,941;1.49;;
Peru;31,549,068;0.0;78,911;0.0;1.51;;
Peru;32,028,022;478,954;129,301;7,734;1.53;;
Peru;32,028,022;0.0;129,301;0.0;;;
Peru;32,165,836;137,815;148,989;3,518;;;
Peru;32,165,836;0.0;109,977;0.0;;;
Peru;32,165,836;0.0;100,592;0.0;;;
Peru;32,549,406;383.57;142,905;8.31;;;
Peru;32,549,406;0.0;142,905;0.0;;;
Peru;32,843,384;293,978;116.48;6,976;;;
Peru;32,843,384;0.0;116.48;0.0;;;
Peru;33,177,942;334,558;144,587;10.13;;;
Peru;33,177,942;0.0;144,587;0.0;;;
Uruguay;1,152;1,152;;;;;
Uruguay;1,727;0.576;;;;;
Uruguay;2,303;0.576;;;;;
Uruguay;8,348;6,045;;;;;
Uruguay;14,394;6,045;;;;;
Uruguay;22,742;8,348;3,249;;;;
Uruguay;27.06;4,318;3,866;;;;
Uruguay;31,666;4,606;4,359;;;;
Uruguay;38,863;7,197;5,305;;1.01;;
Uruguay;45,484;6,621;6,169;;1.01;;
Uruguay;46,636;1,152;5.47;;1.01;;
Uruguay;54,408;7,773;5,716;;1.01;;
Uruguay;62,469;8,061;5,675;;1.0;;
Uruguay;68,514;6,045;5,922;;1.0;;
Uruguay;78,878;10,364;6,745;;1.0;;
Uruguay;87,226;8,348;6,909;0.288;0.99;;
Uruguay;88,953;1,727;6.21;0.0;0.99;0.058;
Uruguay;92.12;3,167;6,498;0.0;0.98;0.086;
Uruguay;97,302;5,182;6,128;0.0;0.98;0.113;
Uruguay;100,756;3,455;5.47;0.288;0.98;0.083;
Uruguay;106,226;5.47;5,387;0.576;0.98;0.102;
Uruguay;111.12;4,894;4,606;0.0;0.98;0.093;
Uruguay;115.15;4.03;3,989;0.288;0.97;0.08;0.045
Uruguay;116,877;1,727;3,989;0.288;0.97;0.042;0.047
Uruguay;119,468;2,591;3,907;0.0;0.97;0.051;0.048
Uruguay;122,059;2,591;3,537;0.288;0.97;0.098;0.045
Uruguay;131,271;9,212;4,359;0.0;0.97;0.129;0.051
Uruguay;136,165;4,894;4,277;0.0;0.97;0.196;0.043
Uruguay;142.21;6,045;4,442;0.0;0.97;0.184;0.04
Uruguay;144,225;2,015;4,154;0.0;0.97;0.178;0.033
Uruguay;138.18;-6,045;3,043;0.0;0.96;0.19;0.021
Uruguay;139,044;0.864;2,797;0.288;0.96;0.133;0.018
Uruguay;141,635;2,591;2,797;0.0;0.96;0.199;0.016
Uruguay;141,922;0.288;1,522;0.288;0.96;0.149;0.009
Uruguay;144,513;2,591;1,193;0.0;0.96;0.228;0.007
Uruguay;146,241;1,727;0.576;0.0;0.96;0.147;0.003
Uruguay;148,831;2,591;0.658;0.0;0.96;0.21;0.004
Uruguay;151,998;3,167;1,974;0.288;0.96;0.1;0.012
Uruguay;154,013;2,015;2,139;0.0;0.96;;0.013
Uruguay;156,316;2,303;2,097;0.576;0.96;;0.015
Uruguay;158,044;1,727;2,303;0.0;0.97;0.152;0.016
Uruguay;160,347;2,303;2,262;0.0;0.97;0.175;0.017
Uruguay;162,074;1,727;2,262;0.0;0.97;0.176;0.016
Uruguay;171,574;9.5;3,249;0.576;0.97;0.199;0.024
Uruguay;174,452;2,879;3,208;0.288;0.97;0.191;0.021
Uruguay;178,483;4.03;3,496;0.0;0.96;0.163;0.021
Uruguay;179,922;1,439;3,372;0.0;0.96;0.127;0.02
Uruguay;181,361;1,439;3,331;0.0;0.96;0.183;0.019
Uruguay;185,104;3,742;3,537;0.576;0.95;0.252;0.019
Uruguay;186,543;1,439;3,496;0.0;0.95;0.21;0.018
Uruguay;187,695;1,152;2,303;0.0;0.95;0.232;0.012
Uruguay;188,558;0.864;2,015;0.0;0.95;0.176;0.01
Uruguay;189,134;0.576;1,522;0.0;0.95;0.223;0.008
Uruguay;192,876;3,742;1,851;0.0;0.95;0.249;0.008
Uruguay;193.74;0.864;1,768;0.0;0.95;0.29;0.008
Uruguay;196,907;3,167;1,686;0.0;0.95;0.243;0.007
Uruguay;199,785;2,879;1,892;0.288;0.95;0.3;0.008
Uruguay;202,088;2,303;2,056;0.0;0.95;0.328;0.008
Uruguay;203,528;1,439;2,139;0.288;0.95;0.179;0.008
Uruguay;204,679;1,152;2,221;0.0;0.94;0.356;0.008
Uruguay;206,407;1,727;1,933;0.0;0.94;;0.007
Uruguay;206,982;0.576;1,892;0.0;0.94;;0.008
Uruguay;208,422;1,439;1,645;0.0;0.95;0.204;0.007
Uruguay;210,725;2,303;1,563;0.0;0.95;0.288;0.007
Uruguay;211,013;0.288;1,275;0.0;0.95;0.292;0.006
Uruguay;211.3;0.288;1.11;0.288;0.95;0.233;0.005
Uruguay;212,164;0.864;1,069;0.0;0.95;0.237;0.005
Uruguay;212,452;0.288;0.864;0.0;0.96;0.151;0.004
Uruguay;214,755;2,303;1.11;0.0;0.96;0.118;0.005
Uruguay;215,619;0.864;1,028;0.0;0.97;;0.005
Uruguay;216.77;1,152;0.864;0.0;0.97;;0.005
Uruguay;219,937;3,167;1,275;0.576;0.98;0.472;0.006
Uruguay;221,376;1,439;1,439;0.0;0.98;;0.008
Uruguay;226,558;5,182;2,056;0.0;0.98;;0.012
Uruguay;227,134;0.576;2,097;0.0;0.97;0.158;0.012
Uruguay;231,164;4.03;2,344;0.0;0.97;0.223;0.012
Uruguay;233,467;2,303;2.55;0.0;0.97;0.219;0.012
Uruguay;234,906;1,439;2,591;0.0;0.96;0.357;0.011
Uruguay;236,346;1,439;2,344;0.0;0.96;0.332;0.01
Uruguay;236,921;0.576;2,221;0.0;0.95;0.246;0.009
Uruguay;237,497;0.576;1,563;0.288;0.95;;0.006
Uruguay;237,785;0.288;1,522;0.0;0.95;;0.006
Uruguay;238,361;0.576;1,028;0.0;0.95;0.206;0.004
Uruguay;239,512;1,152;0.864;0.0;0.95;0.159;0.004
Uruguay;240,088;0.576;0.74;0.0;0.95;0.212;0.004
Uruguay;243,255;3,167;0.987;0.0;0.95;0.265;0.005
Uruguay;243,255;0.0;0.905;0.0;0.95;0.172;0.005
Uruguay;243,255;0.0;0.823;0.0;0.95;0.116;0.005
Uruguay;243,542;0.288;0.823;0.0;0.95;0.134;0.005
Uruguay;243.83;0.288;0.781;0.0;0.95;0.218;0.004
Uruguay;243.83;0.0;0.617;0.0;0.95;0.236;0.003
Uruguay;243.83;0.0;0.535;0.0;0.96;0.242;0.003
Uruguay;243.83;0.0;0.082;0.0;0.97;0.22;0.0
Uruguay;244,118;0.288;0.123;0.0;0.97;0.226;0.001
Uruguay;244,118;0.0;0.123;0.0;0.98;0.116;0.001
Uruguay;244,406;0.288;0.123;0.288;1.0;0.132;0.001
Uruguay;244,406;0.0;0.082;0.0;1.01;0.219;0.0
Uruguay;244,694;0.288;0.123;0.0;1.02;0.406;0.001
Uruguay;245,558;0.864;0.247;0.0;1.04;0.097;0.001
Uruguay;247,285;1,727;0.494;0.288;1.05;0.185;0.002
Uruguay;252,179;4,894;1,152;0.0;1.05;0.119;0.006
Uruguay;253,906;1,727;1,398;0.0;1.06;0.115;0.008
Uruguay;254.77;0.864;1,481;0.0;1.07;0.333;0.007
Uruguay;259,663;4,894;2.18;0.288;1.07;0.424;0.009
Uruguay;261,103;1,439;2,344;0.0;1.07;0.371;0.01
Uruguay;264,557;3,455;2,714;0.0;1.07;0.333;0.01
Uruguay;265,997;1,439;2,673;0.0;1.07;0.408;0.009
Uruguay;267,436;1,439;2.18;0.288;1.07;0.116;0.007
Uruguay;268.3;0.864;2,056;0.0;1.07;0.299;0.006
Uruguay;269,451;1,152;2,097;0.0;1.07;0.194;0.007
Uruguay;271,466;2,015;1,686;0.288;1.07;;0.006
Uruguay;272,618;1,152;1,645;0.0;1.07;;0.006
Uruguay;274,057;1,439;1,357;0.0;1.07;;0.005
Uruguay;274,921;0.864;1,275;0.0;1.08;;0.005
Uruguay;275,209;0.288;1.11;0.0;1.08;;0.004
Uruguay;276.36;1,152;1,152;0.288;1.09;;0.004
Uruguay;277.8;1,439;1,193;0.0;1.09;0.304;0.004
Uruguay;280.39;2,591;1,275;0.0;1.1;0.276;0.004
Uruguay;281,254;0.864;1,234;0.0;1.1;0.422;0.004
Uruguay;283,557;2,303;1,357;0.0;1.11;0.352;0.004
Uruguay;283,845;0.288;1,275;0.288;1.11;0.247;0.004
Uruguay;284,133;0.288;1,275;0.288;1.12;0.135;0.004
Uruguay;284,709;0.576;1,193;0.0;1.13;0.396;0.004
Uruguay;287,012;2,303;1,316;0.0;1.14;0.427;0.004
Uruguay;290,466;3,455;1,439;0.0;1.15;;0.005
Uruguay;295.36;4,894;2,015;0.288;1.15;;0.007
Uruguay;298,527;3,167;2,139;0.0;1.15;;0.007
Uruguay;300,542;2,015;2,385;0.288;1.15;;0.007
Uruguay;303,421;2,879;2,755;0.0;1.16;;0.007
Uruguay;306,299;2,879;3,084;0.0;1.16;0.585;0.007
Uruguay;315,511;9,212;4,071;0.0;1.16;0.405;0.009
Uruguay;321,557;6,045;4,442;0.288;1.15;0.892;0.008
Uruguay;328,466;6,909;4,729;0.0;1.15;0.667;0.008
Uruguay;335,663;7,197;5,305;0.0;1.14;0.605;0.009
Uruguay;337,966;2,303;5,346;0.0;1.13;0.428;0.009
Uruguay;343,147;5,182;5,675;0.0;1.13;0.559;0.01
Uruguay;346,026;2,879;5,675;0.288;1.12;0.563;0.01
Uruguay;350,632;4,606;5,017;0.0;1.12;0.68;0.008
Uruguay;356,102;5.47;4,935;0.0;1.11;0.573;0.008
Uruguay;357,829;1,727;4,195;0.0;1.11;0.472;0.008
Uruguay;363,874;6,045;4.03;0.0;1.1;0.744;0.007
Uruguay;367,905;4.03;4,277;0.0;1.1;0.479;0.007
Uruguay;370,208;2,303;3,866;0.288;1.09;0.533;0.007
Uruguay;371,647;1,439;3.66;0.0;1.09;0.573;0.006
Uruguay;374,238;2,591;3,372;0.288;1.09;;0.006
Uruguay;376,829;2,591;2,961;0.0;1.09;;0.005
Uruguay;379.42;2,591;3,084;0.0;1.09;;0.005
Uruguay;381,435;2,015;2,509;0.0;1.09;;0.004
Uruguay;384,313;2,879;2,344;0.0;1.09;0.562;0.004
Uruguay;389,495;5,182;2,755;0.0;1.09;;0.004
Uruguay;392,662;3,167;3,002;0.0;1.09;;0.005
Uruguay;398,707;6,045;3,496;0.0;1.09;0.631;0.006
Uruguay;401.01;2,303;3,455;0.0;1.09;0.506;0.006
Uruguay;405,616;4,606;3,742;0.0;1.09;0.436;0.007
Uruguay;409,071;3,455;3,948;0.288;1.09;1,122;0.007
Uruguay;412,813;3,742;4,071;0.0;1.09;0.469;0.007
Uruguay;414.54;1,727;3,578;0.0;1.09;0.587;0.006
Uruguay;419,434;4,894;3,825;0.576;1.09;;0.007
Uruguay;427,495;8,061;4,113;0.0;1.09;;0.008
Uruguay;429,798;2,303;4,113;0.0;1.08;1,303;0.007
Uruguay;433.54;3,742;3,989;0.288;1.08;0.665;0.006
Uruguay;436,419;2,879;3,907;0.288;1.08;;0.007
Uruguay;437,858;1,439;3,578;0.0;1.08;;0.006
Uruguay;439,585;1,727;3,578;0.0;1.08;0.436;0.006
Uruguay;441,313;1,727;3,126;0.0;1.08;;0.005
Uruguay;442,176;0.864;2,097;0.288;1.08;;0.003
Uruguay;444,191;2,015;2,056;0.0;1.09;0.463;0.004
Uruguay;446,494;2,303;1,851;0.0;1.09;0.397;0.004
Uruguay;447,934;1,439;1,645;0.0;1.1;0.46;0.004
Uruguay;451,964;4.03;2,015;0.288;1.1;1,014;0.004
Uruguay;456,282;4,318;2,385;0.0;1.11;0.243;0.005
Uruguay;459,161;2,879;2.55;0.0;1.11;0.318;0.005
Uruguay;463,767;4,606;3,084;0.0;1.11;0.545;0.006
Uruguay;468,085;4,318;3,413;0.0;1.12;;0.007
Uruguay;470,964;2,879;3,496;0.0;1.12;;0.007
Uruguay;475,858;4,894;3,989;0.288;1.12;;0.008
Uruguay;480,464;4,606;4,071;0.0;1.12;;0.009
Uruguay;483,343;2,879;3,866;0.0;1.12;;0.007
Uruguay;487,373;4.03;4.03;0.0;1.13;;0.007
Uruguay;492,842;5.47;4,154;0.0;1.13;;0.007
Uruguay;501,191;8,348;4,729;0.0;1.13;0.495;0.009
Uruguay;506,373;5,182;5,058;0.0;1.13;0.64;0.009
Uruguay;510,403;4.03;4,935;0.0;1.13;0.755;0.008
Uruguay;512,418;2,015;4,565;0.0;1.13;0.487;0.008
Uruguay;520,478;8,061;5,305;0.0;1.13;0.331;0.01
Uruguay;521.63;1,152;4,894;0.0;1.13;0.977;0.008
Uruguay;525,948;4,318;4,729;0.0;1.13;0.517;0.008
Uruguay;534,296;8,348;4,729;0.0;1.13;0.589;0.008
Uruguay;540,054;5,758;4,812;0.288;1.13;0.868;0.007
Uruguay;544,084;4.03;4,812;0.0;1.13;0.549;0.008
Uruguay;548,114;4.03;5.1;0.0;1.13;;0.008
Uruguay;551,857;3,742;4,483;0.0;1.13;;0.007
Uruguay;554,736;2,879;4,729;0.0;1.13;0.995;0.008
Uruguay;556,751;2,015;4.4;0.0;1.13;0.541;0.007
Uruguay;560,205;3,455;3,701;0.288;1.14;0.885;0.006
Uruguay;563,948;3,742;3,413;0.0;1.14;0.866;0.005
Uruguay;566,251;2,303;3,167;0.0;1.14;0.426;0.005
Uruguay;575,175;8,924;3,866;0.0;1.15;0.729;0.006
Uruguay;578,053;2,879;3,742;0.0;1.15;0.341;0.005
Uruguay;578,629;0.576;3,413;0.0;1.15;0.818;0.005
Uruguay;585.25;6,621;4,071;0.288;1.16;0.444;0.006
Uruguay;588,993;3,742;4,113;0.0;1.16;0.677;0.007
Uruguay;593,311;4,318;4,195;0.0;1.17;0.766;0.007
Uruguay;603,674;10,364;5,346;0.0;1.17;0.927;0.008
Uruguay;610,871;7,197;5.1;0.0;1.18;0.881;0.007
Uruguay;617,492;6,621;5,634;0.0;1.18;0.452;0.008
Uruguay;620,371;2,879;5,963;0.0;1.18;;0.009
Uruguay;626,704;6,333;5,922;0.288;1.18;;0.008
Uruguay;635,053;8,348;6.58;0.0;1.19;0.812;0.009
Uruguay;640.81;5,758;6,786;0.0;1.19;0.748;0.009
Uruguay;648,007;7,197;6,333;0.0;1.19;0.862;0.009
Uruguay;652,901;4,894;6,004;0.288;1.19;0.783;0.008
Uruguay;660,386;7,485;6,128;0.0;1.2;0.459;0.009
Uruguay;665,855;5.47;6,498;0.288;1.2;0.674;0.009
Uruguay;672,764;6,909;6.58;0.0;1.2;0.522;0.009
Uruguay;687,446;14,682;7,485;0.0;1.21;0.731;0.011
Uruguay;695,794;8,348;7,855;0.0;1.21;0.813;0.011
Uruguay;705,294;9.5;8,184;0.0;1.21;0.85;0.012
Uruguay;719,976;14,682;9,582;0.0;1.21;0.749;0.014
Uruguay;728,612;8,636;9,747;0.0;1.21;;0.014
Uruguay;736,961;8,348;10,158;0.0;1.21;;0.014
Uruguay;755,097;18,136;11,762;0.288;1.21;0.771;0.016
Uruguay;766,612;11,515;11,309;0.288;1.21;1,011;0.014
Uruguay;777,551;10,939;11.68;0.0;1.21;0.7;0.015
Uruguay;794,248;16,697;12,708;0.0;1.21;0.879;0.016
Uruguay;808,066;13,818;12,584;0.0;1.21;1,042;0.015
Uruguay;820,732;12,667;13.16;0.0;1.21;0.902;0.015
Uruguay;826,778;6,045;12,831;0.288;1.21;0.714;0.015
Uruguay;839,444;12,667;12.05;0.0;1.21;0.702;0.014
Uruguay;858,156;18,712;13,078;0.288;1.21;1,068;0.015
Uruguay;876,292;18,136;14,106;0.576;1.21;1.11;0.015
