location;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Colombia;26,772,244;189,494;175,855;3,262;1.04;0.614;0.211
Colombia;26,946,252;174,007;176.11;3,439;1.04;0.5;0.208
Colombia;27,064,111;117,859;169,279;3,675;1.04;0.457;0.213
Colombia;27,211,704;147,594;167,943;3,203;1.04;0.397;0.213
Colombia;27,359,554;147,849;162,962;2,948;1.05;0.604;0.213
Colombia;27,512,415;152,861;158,877;3,459;1.06;0.721;0.208
Colombia;27,689,252;176,837;158,072;3,636;1.07;0.633;0.213
Colombia;27,849,679;160,427;153,919;3,872;1.08;0.618;0.215
Colombia;28,020,699;171.02;153,493;3,675;1.09;0.599;0.218
Colombia;28,192,506;171,806;161,199;2,791;1.1;0.579;0.22
Colombia;28391.59;199,085;168,555;3,164;1.11;0.614;0.223
Colombia;28,626,502;234,912;180,993;4,009;1.12;0.603;0.225
Colombia;28866.19;239,688;193,396;4,461;1.13;0.742;0.235
Colombia;29,127,123;260,933;205.41;4,559;1.13;0.911;0.237
Colombia;29,402,068;274,945;221.77;4,894;1.13;0.756;0.241
Colombia;29,621,395;219,327;228,671;4,068;1.13;0.608;0.241
Colombia;29,834,531;213,137;234,575;4,029;1.12;0.56;0.241
Colombia;30,080,705;246,173;241,302;4,933;1.12;0.689;0.241
Colombia;30,360,425;279,721;247,703;4,776;1.12;0.975;0.242
Colombia;30,654,041;293,615;255,407;5,503;1.11;0.89;0.238
Colombia;30,947,676;293,635;260,079;4,638;1.11;0.625;0.243
Colombia;31,148,058;200,382;249,427;4,972;1.09;0.466;0.241
Colombia;31,336,608;188,551;245.03;4,481;1.09;0.54;0.242
Colombia;31,519,577;182,969;240,721;3.99;1.09;0.449;0.244
Colombia;31,736,055;216,478;236,479;4,835;1.09;0.759;0.254
Colombia;31,964,796;228,741;229,196;5.68;1.09;0.687;0.266
Colombia;32,285,414;320,619;233,053;5,975;1.1;0.666;0.276
Colombia;32,523,314;237,899;225,091;5,542;1.1;0.45;0.281
Colombia;32,749,873;226,559;228,831;5,306;1.1;0.4;0.288
Colombia;32,934,847;184,974;228.32;3,931;1.11;0.521;0.299
Colombia;33,137,489;202,642;231.13;4,363;1.12;0.624;0.312
Colombia;33,468,347;330,858;247.47;4,736;1.13;0.656;0.316
Colombia;33,798,615;330,268;261,974;5,798;1.14;0.66;0.318
Colombia;34,144,036;345,421;265,517;6,761;1.14;0.654;0.329
Colombia;34,502,132;358,097;282,688;7,154;1.14;0.662;0.322
Colombia;34,812,551;310,419;294,668;6,937;1.14;0.825;0.322
Colombia;35,117,899;305,348;311,865;6,485;1.14;0.828;0.319
Colombia;35,412,753;294,854;325,038;6,623;1.14;0.653;0.315
Colombia;35,691,412;278.66;317,581;6,505;1.14;0.526;0.31
Colombia;36,003,855;312,443;315,034;6,721;1.14;0.733;0.309
Colombia;36,340,334;336,479;313,757;7,213;1.14;0.905;0.304
Colombia;36,754,579;414,245;321,778;7,409;1.15;0.901;0.306
Colombia;37,164,442;409,863;335,984;7,625;;0.771;0.3
Colombia;37,505,991;341,549;341,156;7.37;;0.805;0.296
Colombia;37,795,263;289,272;340,359;7,331;;0.821;0.291
Colombia;38,108,512;313,249;345.3;7,822;;0.897;0.294
Colombia;38,460,458;351,945;350,943;7,665;;0.88;0.29
Colombia;38,762,445;301,988;346,016;7,763;;1,002;0.284
Colombia;39,058,674;296,229;329,156;7,842;;1,037;0.277
Colombia;39,364,298;305,623;314,265;7,783;;0.861;0.272
Colombia;39,610,274;245,977;300,612;7,704;;0.759;0.264
Colombia;39851.24;240,965;293,711;7,331;;;
Ecuador;0.34;0.34;;;;;
Ecuador;0.34;0.0;;;;;
Ecuador;0.397;0.057;;;;;
Ecuador;0.567;0.17;;;;;
Ecuador;0.737;0.17;;;;;
Ecuador;0.737;0.0;0.105;;;;
Ecuador;0.737;0.0;0.105;;;;
Ecuador;0.794;0.057;0.065;;;;
Ecuador;0.85;0.057;0.073;;;;
Ecuador;0.85;0.0;0.065;;;;
Ecuador;0.964;0.113;0.057;;;;
Ecuador;0.964;0.0;0.032;;;;
Ecuador;0.964;0.0;0.032;;;;
Ecuador;1,587;0.623;0.121;0.113;;;
Ecuador;1,587;0.0;0.113;0.0;;;
Ecuador;2,097;0.51;0.178;0.0;;;
Ecuador;3,287;1.19;0.348;0.0;;;
Ecuador;6,291;3,004;0.761;0.0;;;
Ecuador;11,279;4,988;1,474;0.057;2.91;0.011;
Ecuador;20,801;9,522;2,834;0.113;2.86;0.016;
Ecuador;28.68;7,878;3.87;0.113;2.75;0.013;
Ecuador;44.72;16.04;6,162;0.397;2.64;0.027;
Ecuador;55,603;10,882;7,644;0.227;2.49;0.023;
Ecuador;61,327;5,725;8,291;0.51;2.35;0.013;
Ecuador;66,485;5,158;8,599;0.057;2.23;0.016;
Ecuador;79,521;13,036;9,749;0.34;2.15;0.03;
Ecuador;90,404;10,882;9,943;0.113;2.07;0.025;
Ecuador;103,327;12,923;10,664;0.68;1.99;0.021;
Ecuador;109,051;5,725;9.19;0.567;1.92;0.011;
Ecuador;111,205;2,154;7,943;0.113;1.88;0.005;
Ecuador;126,962;15,757;9,376;0.85;1.86;0.035;
Ecuador;155,755;28,793;12,753;1.02;1.84;0.043;
Ecuador;179,277;23,522;14,251;1.53;1.78;0.04;
Ecuador;190,897;11,619;14,356;1,417;1.72;0.02;
Ecuador;196,395;5,498;13,295;1.53;1.67;0.01;
Ecuador;206,653;10,259;13,943;0.453;1.65;0.024;
Ecuador;212,378;5,725;14,453;0.623;1.64;0.019;
Ecuador;212,378;0.0;12,202;0.0;1.65;0.02;
Ecuador;252,224;39,846;13,781;2,891;1.7;0.04;
Ecuador;281,414;29.19;14,591;1.7;1.7;0.056;
Ecuador;405,882;124,468;30,712;1,417;1.69;0.228;
Ecuador;411,323;5,441;30,704;1.02;1.56;0.031;
Ecuador;423,169;11,846;30,931;1.02;1.45;0.022;
Ecuador;426.74;3,571;30,623;1,247;1.37;0.014;
Ecuador;430,934;4,194;31,222;0.794;1.31;0.015;
Ecuador;445,388;14,453;27,595;1,077;1.27;0.029;
Ecuador;466,189;20,801;26,396;0.85;1.23;0.03;
Ecuador;478,942;12,753;10,437;1.02;1.21;0.022;
Ecuador;511,363;32,421;14,291;1,984;1.19;0.056;
Ecuador;536,642;25,279;16.21;1.02;1.16;0.052;
Ecuador;574.05;37,408;21,044;1.87;1.12;0.081;
Ecuador;589,354;15,303;22,631;0.737;1.07;0.035;
Ecuador;614,973;25,619;24,226;0.964;1.04;0.064;
Ecuador;633,847;18,874;23,951;1,304;0.99;0.101;
Ecuador;1,287,702;653,855;115,537;0.907;0.95;;
Ecuador;1,287,702;0.0;110,906;0.0;0.91;;
Ecuador;1,287,702;0.0;107,294;0.0;0.89;;
Ecuador;1,317,232;29.53;106,169;4,931;0.88;;
Ecuador;1,374,932;57.7;112,225;11,789;0.88;0.075;
Ecuador;1,398,567;23,635;111,942;0.68;0.88;0.069;
Ecuador;1,413,247;14.68;111,343;0.964;0.89;0.038;
Ecuador;1,492,712;79,465;29,287;9,239;0.91;0.154;
Ecuador;1,556,646;63,934;38,421;17,457;0.92;0.106;
Ecuador;1,674,199;117,553;55,214;10,939;0.93;0.272;
Ecuador;1,806,999;132.8;69,967;0.283;0.92;0.144;
Ecuador;1,806,999;0.0;61,724;0.0;0.89;;
Ecuador;1,806,999;0.0;58,348;2,777;0.88;;
Ecuador;1,717,276;-89,724;43,433;2.04;0.88;0.085;
Ecuador;1633.39;-83,886;20,097;2,834;0.88;-0.212;
Ecuador;1647.73;14.34;13,012;0.737;0.89;0.049;
Ecuador;1675.39;27.66;0.17;23,239;0.89;0.103;
Ecuador;1,672,556;-2,834;-19,206;1.02;0.9;-0.078;
Ecuador;1,724,134;51,578;-11,838;10,316;0.9;0.128;
Ecuador;1,727,932;3,798;-11,295;0.397;0.91;0.005;
Ecuador;1,728,838;0.907;1,652;0.227;0.93;0.004;
Ecuador;1,783,534;54,696;21,449;14.51;0.96;0.2;
Ecuador;1,856,991;73,457;29,894;5,328;0.98;0.121;
Ecuador;1880.74;23,749;29,336;2,721;0.97;0.078;
Ecuador;1,903,411;22,672;32,979;3,571;0.96;0.075;
Ecuador;1,935,662;32,251;30,218;2,267;0.96;0.062;
Ecuador;1,975,508;39,846;35,368;2,777;0.96;0.089;
Ecuador;2,001,127;25,619;38,898;2,891;0.95;0.099;
Ecuador;2,030,713;29,587;35,311;6,632;0.95;0.137;
Ecuador;2,055,086;24,372;28,299;2,267;0.94;0.066;
Ecuador;2,083,312;28,226;28,939;0.68;0.94;0.07;
Ecuador;2,117,263;33,951;30.55;5,385;0.94;0.129;
Ecuador;2,117,263;0.0;25,943;0.0;0.94;0.033;
Ecuador;2,159,659;42,396;26,307;4,081;0.95;0.09;
Ecuador;2,180,517;20,858;25,627;2,154;0.96;0.044;
Ecuador;2,186,185;5,668;22.21;1.19;0.96;0.033;
Ecuador;2,186,185;0.0;18,729;0.0;0.98;0.029;
Ecuador;2,216,055;29.87;18,963;1.36;1.02;0.043;
Ecuador;2,216,055;0.0;14,113;0.0;1.05;0.138;
Ecuador;2,290,646;74.59;24,769;4,534;1.1;0.076;
Ecuador;2,321,933;31,287;23,182;2,721;1.1;0.111;
Ecuador;2,321,933;0.0;20,202;0.0;1.09;0.08;
Ecuador;2,356,451;34,518;24,324;2,721;1.11;0.121;
Ecuador;2,421,802;65,351;33.66;4,194;1.12;0.048;
Ecuador;2444.02;22,218;32,566;0.737;1.11;0.071;
Ecuador;2,458,644;14,623;34,655;1.19;1.1;0.024;
Ecuador;2,489,194;30.55;28,364;2,721;1.1;0.084;
Ecuador;2,518,837;29,643;28,129;1.7;1.11;0.064;
Ecuador;2,518,837;0.0;28,129;0.0;1.11;0.124;
Ecuador;2,594,675;75,837;34,032;6,121;1.14;0.112;
Ecuador;2,627,435;32,761;29,376;2,607;1.12;0.079;
Ecuador;2,649,824;22,388;29.4;1,247;1.11;0.051;
Ecuador;2,682,188;32,364;31,935;1.87;1.11;0.071;
Ecuador;2,717,386;35,198;32,599;2,324;1.11;0.106;
Ecuador;2,748,389;31,004;32,793;2,097;1.11;0.072;
Ecuador;2,782,794;34,404;37,708;4,534;1.11;0.083;
Ecuador;2,818,729;35,935;32,008;3,911;1.11;0.107;
Ecuador;2,818,729;0.0;27,328;0.0;1.11;0.083;
Ecuador;2870.25;51,522;31.49;3,798;1.13;0.07;
Ecuador;2870.25;0.0;26,866;0.0;1.13;0.028;
Ecuador;2927.1;56.85;29,959;2,891;1.16;0.119;
Ecuador;2927.1;0.0;25.53;0.0;1.17;0.097;
Ecuador;3,012,856;85,756;32,866;3,911;1.21;0.108;
Ecuador;3,052,532;39,676;33.4;3,571;1.2;0.113;
Ecuador;3,093,228;40,696;39,214;1.02;1.2;0.083;
Ecuador;3,131,826;38,599;37,368;0.283;1.2;0.09;
Ecuador;3,155,065;23,239;40,688;4,138;1.2;0.075;
Ecuador;3,198,538;43,473;38,777;1,417;1.21;0.117;
Ecuador;3,301,978;103.44;53,554;2,777;1.22;0.153;
Ecuador;3,370,617;68,639;51,109;3,571;1.2;0.155;
Ecuador;3,438,009;67,392;55,068;3,457;1.17;0.13;
Ecuador;3,487,774;49,765;56,364;3,911;1.15;0.119;
Ecuador;3,511,749;23,975;54,275;0.68;1.12;0.057;
Ecuador;3,535,668;23,919;54,372;2,267;1.11;0.055;
Ecuador;3,584,696;49,028;55,165;2,947;1.1;0.121;
Ecuador;3,584,696;0.0;40,388;0.0;1.1;0.136;
Ecuador;3,640,015;55,319;38,485;1.53;1.12;0.113;
Ecuador;3,685,188;45,174;35,311;2,211;1.13;0.091;
Ecuador;3,809,373;124,185;45,943;5,215;1.14;0.148;
Ecuador;3,846,838;37,465;47.87;0.907;1.12;0.105;
Ecuador;3,880,223;33,384;49,222;0.907;1.11;0.075;
Ecuador;3,943,194;62,971;51,214;3,798;1.1;0.135;
Ecuador;3,986,213;43.02;57.36;1,587;1.09;0.126;
Ecuador;4,044,933;58.72;57,845;2,777;1.09;0.158;
Ecuador;4106.09;61,157;60,129;2,437;1.08;0.134;
Ecuador;4,159,256;53,165;49,983;1,814;1.07;0.118;
Ecuador;4,195,021;35,765;49.74;1,757;1.06;0.096;
Ecuador;4,229,425;34,404;49,886;0.283;1.06;0.092;
Ecuador;4,319,942;90,517;53,821;2,721;1.07;0.192;
Ecuador;4,378,889;58,947;56,097;2,947;1.06;0.13;
Ecuador;4429.39;50,501;54,922;1.19;1.05;0.122;
Ecuador;4,480,459;51,068;53,481;1,644;1.04;0.12;
Ecuador;4,536,401;55,943;53,878;2,211;1.03;0.117;
Ecuador;4,573,696;37,295;54,097;0.453;1.02;0.103;
Ecuador;4,600,166;26,469;52,963;0.964;1.02;0.064;
Ecuador;4,663,533;63,368;49,084;2,947;1.03;0.191;
Ecuador;4,715,338;51,805;48,064;2,211;1.03;0.12;
Ecuador;4782.05;66,712;50.38;1,927;1.03;0.164;
Ecuador;4837.88;55,829;51.06;2,551;1.03;0.142;
Ecuador;4,887,588;49,708;50,169;1,927;1.03;0.139;
Ecuador;4,887,588;0.0;44,842;0.0;1.02;0.05;
Ecuador;4,933,441;45,854;47,611;1,757;1.04;0.08;
Ecuador;4985.7;52,259;46,024;2,324;1.06;0.119;
Ecuador;5,036,881;51,182;45,935;2,211;1.07;0.122;
Ecuador;5,131,593;94,711;49,935;1.7;1.09;0.213;
Ecuador;5,212,758;81,165;53,554;1,134;1.09;0.199;
Ecuador;5,303,615;90,857;59,433;1,077;1.08;0.257;
Ecuador;5353.89;50,275;66,615;0.34;1.06;0.132;
Ecuador;5,367,606;13,716;62,024;0.567;1.04;0.036;
Ecuador;5,416,464;48,858;61,538;1,077;1.04;0.123;
Ecuador;5,504,147;87,683;66,752;1.87;1.05;0.207;
Ecuador;5,574,033;69,886;63,206;1,474;1.04;0.186;
Ecuador;5,634,453;60.42;60,242;1,134;1.03;0.17;
Ecuador;5,706,947;72,493;57,619;1,984;1.02;0.209;
Ecuador;5,755,351;48,404;57,352;0.283;1.0;0.152;
Ecuador;5,767,197;11,846;57,084;0.737;0.99;0.056;
Ecuador;5,834,645;67,449;59.74;1,247;1.0;0.182;
Ecuador;5,921,592;86,946;59,635;2,324;1.0;0.218;
Ecuador;5,980,142;58.55;58,016;3,061;0.99;0.199;
Ecuador;6,035,291;55,149;57,262;2,721;0.98;0.156;
Ecuador;6,069,752;34,461;51,829;1,644;0.97;0.091;
Ecuador;6,108,294;38,542;50.42;1.87;0.96;0.133;
Ecuador;6,137,767;29,473;52,939;0.68;0.96;0.075;
Ecuador;6,179,767;42.0;49,303;2,607;0.97;0.144;
Ecuador;6,265,863;86,096;49,182;2,381;0.99;0.197;
Ecuador;6,303,838;37,975;46,242;3,457;0.98;0.118;
Ecuador;6,356,097;52,259;45,829;1.87;0.98;0.139;
Ecuador;6,399,457;43.36;47,101;1.87;0.98;0.127;
Ecuador;6,441,513;42,056;47,603;1.02;0.98;0.116;
Ecuador;6,448,258;6,745;44,356;0.057;0.99;0.036;
Ecuador;6,478,978;30.72;42,744;0.85;1.01;0.086;
Ecuador;6,544,046;65,068;39.74;2,721;1.03;0.16;
Ecuador;6,595,228;51,182;41,627;1,644;1.05;0.136;
Ecuador;6,641,422;46,194;40,761;1,474;1.07;0.133;
Ecuador;6,690,733;49,311;41,611;2,834;1.08;0.149;
Ecuador;6,690,733;0.0;35,603;0.0;1.09;0.134;
Ecuador;6,239,961;-450,772;-29,757;218,329;1.13;0.042;
Ecuador;6,277,653;37,692;-28,761;2,891;1.17;0.086;
Ecuador;6,357,514;79,861;-26,647;4,194;1.2;0.21;
Ecuador;6,416,461;58,947;-25,538;2,721;1.22;0.169;
Ecuador;6,502,954;86,493;-19,781;4,931;1.23;0.274;
Ecuador;6,600,386;97,432;-12,907;1,587;1.23;0.235;
Ecuador;6721.85;121,464;4,445;2,211;1.21;0.195;
Ecuador;6,739,817;17,967;71,408;1,077;1.18;0.059;
Ecuador;6,776,205;36,388;71,222;2,324;1.16;0.114;
Ecuador;6,887,977;111,772;75,781;1.87;1.16;0.295;
Ecuador;6,929,467;41,489;73,287;1.87;1.14;0.359;
Ecuador;7,035,571;106,104;76,088;0.85;1.13;0.263;
Ecuador;7120.08;84,509;74,242;2,267;1.11;0.378;
Ecuador;7,165,367;45,287;63.36;0.34;1.09;0.195;
Ecuador;7,181,917;16.55;63,157;0.283;1.07;0.041;
Ecuador;7,234,743;52,825;65,505;1,757;1.07;0.144;
Ecuador;7,362,215;127,472;67,748;2,551;1.07;0.348;
Ecuador;7,433,291;71,076;71,975;2,381;1.06;0.246;
Ecuador;7,508,618;75,327;67,578;1,304;1.04;0.249;
Ecuador;7,593,977;85,359;67.7;2,097;1.02;0.338;
Ecuador;7,637,394;43,417;67,432;0.34;1.0;0.154;
Ecuador;7649.75;12,356;66,833;0.057;0.98;0.041;
Ecuador;7,694,187;44,437;65,635;1,814;0.98;0.192;
Ecuador;7,767,757;73.57;57,935;2,437;0.98;0.301;
Ecuador;7,854,873;87,116;60,226;4,421;0.98;0.288;
Ecuador;7,908,719;53,846;57,157;3,514;0.97;0.257;
Ecuador;7,955,026;46,307;51,578;5,781;0.96;0.185;
Ecuador;7,993,738;38,712;50,906;2,834;0.96;0.139;
Ecuador;8,011,025;17,287;51,611;1,927;0.96;0.058;
Ecuador;8,051,665;40,639;51,068;1.19;0.97;0.146;
Ecuador;8,135,267;83,602;52,501;2,324;0.98;0.296;
Ecuador;8221.08;85,813;52,315;22,558;0.98;0.271;
Ecuador;8,266,593;45,514;51,125;1,927;0.97;0.214;
Ecuador;8,322,139;55,546;52,445;0.737;0.96;0.337;
Ecuador;8,333,758;11,619;48,574;0.17;0.96;0.059;
Ecuador;8,349,742;15,984;48,388;1.53;0.97;0.057;
Ecuador;8398.26;48,518;49,514;0.964;0.99;0.158;
Ecuador;8,449,951;51,692;44,955;1,644;1.01;0.255;
Ecuador;8,522,331;72.38;43,036;2,381;1.02;0.293;
Ecuador;8,595,958;73,627;47,052;2,891;1.03;0.258;
Ecuador;8,639,204;43,246;45,295;1.02;1.03;0.164;
Ecuador;8,688,345;49,141;50,655;0.68;1.03;0.247;
Ecuador;8,695,941;7,595;49,457;0.453;1.03;0.032;
Ecuador;8,735,163;39,222;48,129;0.51;1.05;0.121;
Ecuador;8,820,749;85,586;52,971;2,777;1.08;0.348;
Ecuador;8,867,566;46,817;49,319;2,664;1.09;0.265;
Ecuador;8,970,666;103.1;53.53;1,587;1.1;0.534;
Ecuador;9,046,843;76,177;58,234;0.794;1.09;0.417;
Ecuador;9,161,393;114,549;67,578;0.623;1.08;0.574;
Ecuador;9192.17;30,777;70.89;1,134;1.06;0.081;
Ecuador;9,249,643;57,473;73,497;0.85;1.04;0.258;
Ecuador;9,346,905;97,262;75,165;1,134;1.03;0.352;
Ecuador;9,425,916;79,011;79,764;0.794;1.01;0.394;
Ecuador;9473.81;47,894;71,878;0.567;0.99;0.195;
Ecuador;9533.04;59.23;69,457;2,154;0.97;0.308;
Ecuador;9,589,833;56,793;61,206;0.794;0.95;0.213;
Ecuador;9,610,691;20,858;59,789;0.453;0.94;0.075;
Ecuador;9,641,751;31.06;56,016;0.34;0.93;0.103;
Ecuador;9,716,738;74,987;52,833;0.34;0.94;0.301;
Ecuador;9,736,576;19,838;44.38;1,474;0.93;0.152;
Ecuador;9,777,669;41,093;43,408;1,757;0.94;0.247;
Ecuador;9,833,102;55,433;42,866;3,061;0.94;0.233;
Ecuador;9,913,643;80,542;46,259;0.85;0.95;0.382;
Ecuador;9,934,161;20,518;46.21;0.51;0.94;0.088;
Ecuador;9,959,213;25,052;45,352;0.567;0.94;0.111;
Ecuador;10,011,302;52,088;42.08;4,024;0.95;0.237;
Ecuador;10061.35;50,048;46,396;1,474;0.96;0.193;
Ecuador;10,127,155;65,805;49,927;1,757;0.96;0.26;
Ecuador;10181.17;54,016;49,724;1,134;0.96;0.249;
Ecuador;10,219,032;37,862;43,627;0.623;0.95;0.178;
Ecuador;10,240,627;21,595;43,781;0.453;0.95;0.078;
Ecuador;10,264,886;24,259;43,668;0.51;0.96;0.115;
Ecuador;10,329,841;64,955;45,506;1.53;0.97;0.276;
Ecuador;10,386,294;56,453;46,421;1.19;0.98;0.285;
Ecuador;10,419,961;33,668;41,829;1,247;0.98;0.21;
Ecuador;10,478,681;58.72;42,502;2,494;0.99;0.283;
Ecuador;10,522,154;43,473;43,303;3,514;0.98;0.365;
Ecuador;10,539,215;17,061;42,655;1.36;0.98;0.116;
Ecuador;10,567,101;27,886;43,174;2,211;1.0;0.153;
Ecuador;10,612,105;45,004;40,323;1.36;1.01;0.194;
Ecuador;10663.57;51,465;39,611;1,587;1.03;0.315;
Ecuador;10,742,694;79,125;46,105;2,381;1.04;0.304;
Ecuador;10,820,629;77,934;48.85;0.737;1.04;0.373;
Ecuador;10,889,097;68,469;52.42;2,947;1.03;0.301;
Ecuador;10,921,291;32,194;54,582;2,154;1.01;0.166;
Ecuador;10,977,291;55,999;58,599;2,267;1.0;0.27;
Ecuador;11,045,476;68,185;61.91;3,457;0.99;0.252;
Ecuador;11,102,609;57,133;62.72;2,834;0.97;0.216;
Ecuador;11,136,504;33,894;56,258;4,761;0.95;0.237;
Ecuador;11,188,025;51,522;52,485;3,401;0.93;0.199;
Ecuador;11222.43;34,404;47,619;1,247;0.92;0.188;
Ecuador;11,236,373;13,943;45,012;0.113;0.9;0.041;
Ecuador;11,265,166;28,793;41,125;0.794;0.91;0.086;
Ecuador;11,292,145;26,979;35,238;1,134;0.91;0.131;
Ecuador;11,357,384;65,238;36,396;2.04;0.92;0.282;
Ecuador;11,379,262;21,878;34.68;0.453;0.91;0.101;
Ecuador;11,422,282;43.02;33,465;0.907;0.92;0.177;
Ecuador;11,455,496;33,214;33,295;0.057;0.92;0.176;
Ecuador;11,459,463;3,968;31.87;0.0;0.92;0.032;
Ecuador;11,469,439;9,976;29,182;1.19;0.94;0.056;
Ecuador;11532.07;62,631;34,275;1,077;0.97;0.402;
Ecuador;11,576,733;44,663;31,336;0.964;0.97;0.188;
Ecuador;11619.47;42,736;34,315;0.567;0.98;0.175;
Ecuador;11,671,445;51,975;35,595;0.34;0.98;0.291;
Ecuador;11,690,546;19,101;33,579;0.0;0.97;0.124;
Ecuador;11,694,627;4,081;33,595;0.057;0.97;0.034;
Ecuador;11696.61;1,984;32,453;0.0;0.98;0.027;
Ecuador;11737.42;40,809;29,336;0.737;1.02;0.186;
Ecuador;11,789,905;52,485;30,453;0.85;1.04;0.26;
Ecuador;11,836,269;46,364;30,971;0.397;1.05;0.169;
Ecuador;11,861,548;25,279;27,158;0.34;1.05;0.172;
Ecuador;11,866,139;4,591;25,085;0.113;1.06;0.053;
Ecuador;11,888,981;22,842;27,765;0.113;1.09;0.09;
Ecuador;11,921,175;32,194;32,081;0.397;1.12;0.118;
Ecuador;11,988,397;67,222;35,854;1,247;1.15;0.289;
Ecuador;12,045,076;56.68;36,453;0.623;1.16;0.153;
Ecuador;12,094,161;49,084;36,842;0.964;1.17;0.24;
Ecuador;12,158,492;64,331;42,421;0.453;1.17;0.244;
Ecuador;12,164,216;5,725;42,583;0.0;1.16;0.055;
Ecuador;12,190,629;26,413;43,093;0.567;1.17;0.093;
Ecuador;12,247,479;56.85;46,615;1,927;1.19;;
Ecuador;12,320,822;73,343;47,489;2,437;1.2;;
Ecuador;12,377,955;57,133;47,554;0.68;1.2;;
Ecuador;12,421,201;43,246;46.72;0.397;1.2;;
Ecuador;12,489,273;68,072;47,255;0.68;1.21;0.227;
Ecuador;12,530,139;40,866;52,275;0.0;1.2;0.131;
Ecuador;12,554,852;24,712;52,032;0.397;1.21;0.086;
Ecuador;12,614,989;60,137;52,501;0.68;1.23;0.168;
Ecuador;12,714,064;99,076;56,177;1.87;1.25;0.327;
Ecuador;12,809,683;95,618;61,675;0.964;1.25;0.346;
Ecuador;12,858,654;48,971;62,493;1.53;1.24;0.189;
Ecuador;13,082,084;223,431;84,687;2,437;;0.646;
Ecuador;13,120,286;38,202;84,307;0.17;;0.148;
Ecuador;13,129,468;9,182;82,088;0.17;;0.038;
Ecuador;13181.84;52,372;80,979;3,401;;0.177;
Ecuador;13,280,859;99,019;80,971;3,117;;0.334;
Ecuador;13,387,077;106,217;82,485;5,044;;0.393;
Ecuador;13,441,999;54,922;83,335;2.04;;0.221;
Ecuador;13,502,873;60,874;60,113;1,927;;;
Ecuador;13,676,312;173,439;79,432;1.53;;;
Ecuador;13,691,899;15,587;80,347;0.907;;;
Paraguay;;;;;;0.0;
Paraguay;0.14;0.14;;;;;
Paraguay;0.14;0.0;;;;;
Paraguay;0.14;0.0;;;;0.001;
Paraguay;0.701;0.561;;;;0.001;
Paraguay;0.701;0.0;;;;0.001;
Paraguay;0.841;0.14;0.12;;;0.002;
Paraguay;0.841;0.0;0.12;;;0.002;0.107
Paraguay;0.841;0.0;0.1;;;0.005;0.06
Paraguay;1,122;0.28;0.14;;;0.004;0.067
Paraguay;1,262;0.14;0.16;;;0.004;0.06
Paraguay;1,542;0.28;0.12;;;0.003;0.041
Paraguay;1,542;0.0;0.12;;;0.004;0.034
Paraguay;1,823;0.28;0.14;;;0.006;0.034
Paraguay;2,524;0.701;0.24;0.14;;0.01;0.048
Paraguay;3,084;0.561;0.32;0.0;;0.005;0.062
Paraguay;3,084;0.0;0.28;0.0;;0.012;0.043
Paraguay;3,785;0.701;0.361;0.14;;0.013;0.047
Paraguay;5,188;1,402;0.521;0.14;;0.007;0.063
Paraguay;5,748;0.561;0.601;0.0;;0.011;0.066
Paraguay;7,291;1,542;0.781;0.0;;0.014;0.075
Paraguay;7,851;0.561;0.761;0.0;;0.008;0.075
Paraguay;8,272;0.421;0.741;0.0;;0.015;0.064
Paraguay;8,973;0.701;0.841;0.0;;0.01;0.076
Paraguay;9,113;0.14;0.761;0.0;;0.013;0.069
Paraguay;9,674;0.561;0.641;0.0;;0.013;0.054
Paraguay;10,796;1,122;0.721;0.0;;0.016;0.057
Paraguay;12,899;2,103;0.801;0.0;;0.023;0.057
Paraguay;13,459;0.561;0.801;0.0;;0.027;0.048
Paraguay;14,581;1,122;0.901;0.0;;0.028;0.049
Paraguay;15,843;1,262;0.981;0.28;1.0;0.023;0.048
Paraguay;16,123;0.28;1,001;0.0;1.0;0.03;0.044
Paraguay;16,684;0.561;1,001;0.0;1.0;0.034;0.039
Paraguay;17,385;0.701;0.941;0.0;1.01;0.031;0.034
Paraguay;18,086;0.701;0.741;0.14;1.02;0.031;0.026
Paraguay;18,647;0.561;0.741;0.0;1.03;0.032;0.025
Paraguay;18,787;0.14;0.601;0.0;1.05;0.036;0.019
Paraguay;20.61;1,823;0.681;0.0;1.07;0.035;0.021
Paraguay;22,292;1,682;0.881;0.14;1.09;0.034;0.026
Paraguay;22,573;0.28;0.841;0.14;1.09;0.053;0.023
Paraguay;24,395;1,823;1,001;0.0;1.11;0.048;0.026
Paraguay;27.9;3,505;1,402;0.0;1.12;0.047;0.034
Paraguay;28,321;0.421;1,382;0.0;1.1;0.043;0.033
Paraguay;28,882;0.561;1,442;0.0;1.1;0.035;0.034
Paraguay;29,162;0.28;1,222;0.0;1.1;0.053;0.027
Paraguay;29,162;0.0;0.981;0.0;1.11;0.058;0.02
Paraguay;29,863;0.701;1,042;0.14;1.13;0.043;0.022
Paraguay;29,863;0.0;0.781;0.0;1.15;0.045;0.017
Paraguay;31,265;1,402;0.481;0.0;1.18;0.057;0.01
Paraguay;31,966;0.701;0.521;0.0;1.2;0.043;0.011
Paraguay;31,966;0.0;0.441;0.0;1.23;0.041;0.009
