WKT,Oficina,Distrito,SubZona,Ubigeo,Clientes
"(-77.03586288 -12.09655701 0,-77.03569584 -12.09645099 0,-77.03533116 -12.09548196 0,-77.03483904 -12.09565602 0,-77.03447184 -12.09516804 0,-77.03429616 -12.095379 0,-77.03378712 -12.09555801 0,-77.03332308 -12.095604 0,-77.03286192 -12.09556503 0,-77.03222508 -12.09973302 0,-77.03305488 -12.099843 0,-77.03326296 -12.09966201 0,-77.03346384 -12.09960099 0,-77.03417088 -12.09940398 0,-77.03482212 -12.09923397 0,-77.03537796 -12.09915504 0,-77.03707896 -12.098961 0,-77.03586288 -12.09655701 0)",HIGUERETA,SAN ISIDRO,031110,150131,6
"(-77.04386388 -12.10821498 0,-77.043078 -12.10472001 0,-77.042646 -12.10482396 0,-77.04216792 -12.10269798 0,-77.038695 -12.10346901 0,-77.03898084 -12.10487904 0,-77.03906796 -12.105693 0,-77.03952696 -12.10744701 0,-77.03959788 -12.10753503 0,-77.04133092 -12.10918797 0,-77.04312084 -12.11089203 0,-77.04363492 -12.11060601 0,-77.04397692 -12.11052402 0,-77.04443304 -12.11047596 0,-77.04386388 -12.10821498 0)",HIGUERETA,SAN ISIDRO,031112,150131,3
"(-77.05744416 -12.10128102 0,-77.055444 -12.10227804 0,-77.05145016 -12.10297203 0,-77.05171512 -12.10454802 0,-77.05200708 -12.10541598 0,-77.05239516 -12.10624002 0,-77.05318608 -12.10726503 0,-77.05383912 -12.10782996 0,-77.05829412 -12.10290102 0,-77.05744416 -12.10128102 0)",HIGUERETA,SAN ISIDRO,031113,150131,8
"(-77.05530684 -12.09701997 0,-77.05439784 -12.09527496 0,-77.05328616 -12.09302496 0,-77.05064988 -12.09472596 0,-77.05043316 -12.09636504 0,-77.05005696 -12.09887901 0,-77.05098792 -12.098979 0,-77.05291284 -12.09909303 0,-77.05396116 -12.09884202 0,-77.055813 -12.097998 0,-77.05530684 -12.09701997 0)",HIGUERETA,SAN ISIDRO,031114,150131,6
"(-77.02736004 -12.10283199 0,-77.02732584 -12.10559301 0,-77.02723296 -12.10610898 0,-77.02633908 -12.10855401 0,-77.02645284 -12.10875498 0,-77.02629804 -12.11035401 0,-77.03040492 -12.11060601 0,-77.03157312 -12.10357998 0,-77.02736004 -12.10283199 0)",HIGUERETA,MIRAFLORES,022101,150122,18
"(-77.02629804 -12.11035401 0,-77.02602408 -12.11353704 0,-77.02615692 -12.11514201 0,-77.02618788 -12.11672196 0,-77.02608816 -12.11834898 0,-77.02587792 -12.11916204 0,-77.02887996 -12.11914404 0,-77.02896888 -12.11899599 0,-77.02988004 -12.11379003 0,-77.03023716 -12.11165901 0,-77.03040492 -12.11060601 0,-77.02629804 -12.11035401 0)",HIGUERETA,MIRAFLORES,022102,150122,21
"(-77.03348904 -12.11592501 0,-77.03241984 -12.11594499 0,-77.03238204 -12.11389299 0,-77.02988004 -12.11379003 0,-77.02896888 -12.11899599 0,-77.02911504 -12.11904702 0,-77.02926192 -12.11914404 0,-77.03349984 -12.11907996 0,-77.03348904 -12.11592501 0)",HIGUERETA,MIRAFLORES,022103,150122,16
"(-77.04155196 -12.11623101 0,-77.03984988 -12.114117 0,-77.03689392 -12.11403501 0,-77.03697816 -12.11905998 0,-77.03972316 -12.119031 0,-77.039757 -12.118905 0,-77.03989596 -12.11875299 0,-77.04010584 -12.11872599 0,-77.04030384 -12.11880798 0,-77.04041184 -12.11900697 0,-77.04240804 -12.11898303 0,-77.04252612 -12.11885001 0,-77.04264384 -12.11870601 0,-77.04155196 -12.11623101 0)",HIGUERETA,MIRAFLORES,022104,150122,19
"(-77.00976288 -12.08904003 0,-77.00757192 -12.08872098 0,-77.00753808 -12.08934297 0,-77.00773608 -12.08998503 0,-77.00995692 -12.09413304 0,-77.01047388 -12.09345696 0,-77.01095808 -12.09294999 0,-77.01136812 -12.09257298 0,-77.01192108 -12.09224502 0,-77.01253416 -12.092013 0,-77.01281604 -12.09198897 0,-77.01296112 -12.09180402 0,-77.01382908 -12.09185901 0,-77.01440688 -12.08967597 0,-77.00976288 -12.08904003 0)",HIGUERETA,SAN ISIDRO,031103,150131,6
"(-77.03349984 -12.11907996 0,-77.02926192 -12.11914404 0,-77.02911504 -12.11904702 0,-77.02896888 -12.11899599 0,-77.02887996 -12.11914404 0,-77.02884684 -12.11932404 0,-77.02894584 -12.11954004 0,-77.02926588 -12.11965497 0,-77.03131896 -12.122424 0,-77.03216712 -12.12335298 0,-77.03361108 -12.12210297 0,-77.03366508 -12.12231204 0,-77.036913 -12.12228603 0,-77.03692416 -12.12110397 0,-77.03697816 -12.11905998 0,-77.03349984 -12.11907996 0)",HIGUERETA,MIRAFLORES,022107,150122,13
"(-77.03339004 -12.10588497 0,-77.03157312 -12.10357998 0,-77.03040492 -12.11060601 0,-77.03023716 -12.11165901 0,-77.03306496 -12.11168799 0,-77.03344008 -12.11212899 0,-77.033826 -12.11247999 0,-77.03420688 -12.11285799 0,-77.034501 -12.11322501 0,-77.03469108 -12.11327802 0,-77.03497908 -12.11315598 0,-77.03518608 -12.11292198 0,-77.035284 -12.11267196 0,-77.03518608 -12.11237397 0,-77.03494092 -12.11210298 0,-77.03469108 -12.11187996 0,-77.03446212 -12.11142798 0,-77.03421804 -12.11063004 0,-77.03475084 -12.11043303 0,-77.03520804 -12.11013504 0,-77.03619192 -12.10944897 0,-77.03339004 -12.10588497 0)",HIGUERETA,MIRAFLORES,022106,150122,8
"(-77.00773608 -12.08998503 0,-77.00753808 -12.08934297 0,-77.00757192 -12.08872098 0,-77.00547384 -12.088458 0,-77.00358708 -12.08823498 0,-77.00267016 -12.09408696 0,-77.00335596 -12.09404898 0,-77.00406084 -12.09399201 0,-77.00480496 -12.09397203 0,-77.00523588 -12.09402396 0,-77.00596992 -12.09417804 0,-77.00718312 -12.09443202 0,-77.00785884 -12.09458106 0,-77.00855868 -12.09473541 0,-77.0089374 -12.09475638 0,-77.00883732 -12.09493818 0,-77.00878728 -12.09528063 0,-77.00905188 -12.09551823 0,-77.00935212 -12.09549726 0,-77.00955228 -12.09537153 0,-77.00962356 -12.09527361 0,-77.00995692 -12.09413304 0,-77.00773608 -12.08998503 0)",HIGUERETA,SAN BORJA,030101,150130,14
"(-76.99892004 -12.08758698 0,-76.99660092 -12.08721501 0,-76.99619916 -12.08989998 0,-76.99576392 -12.09294198 0,-76.996998 -12.09296502 0,-76.99821984 -12.09326598 0,-76.99916016 -12.09374802 0,-76.99936896 -12.09242601 0,-77.00003316 -12.08786904 0,-77.00004612 -12.08775798 0,-76.99892004 -12.08758698 0)",HIGUERETA,SAN BORJA,030102,150130,8
"(-76.99194216 -12.10710204 0,-76.99033692 -12.10349799 0,-76.99015116 -12.10283703 0,-76.98893688 -12.10363596 0,-76.98851316 -12.10799403 0,-76.98673116 -12.10793004 0,-76.98653784 -12.10801797 0,-76.98470004 -12.10792698 0,-76.984479 -12.11069403 0,-76.98745692 -12.11091696 0,-76.992633 -12.11122098 0,-76.99368384 -12.11121099 0,-76.99194216 -12.10710204 0)",HIGUERETA,SAN BORJA,030105,150130,16
"(-76.99805388 -12.10690998 0,-76.99784904 -12.10729698 0,-76.99710816 -12.10790502 0,-76.99617504 -12.10914297 0,-76.99430484 -12.11112504 0,-76.99417812 -12.11123799 0,-76.99663908 -12.11138901 0,-77.00026212 -12.11165298 0,-77.00069916 -12.10864698 0,-77.00091696 -12.10709196 0,-76.99805388 -12.10690998 0)",HIGUERETA,SAN BORJA,030106,150130,13
"(-76.99847112 -12.10065597 0,-76.99739292 -12.10687398 0,-76.99805388 -12.10690998 0,-77.00091696 -12.10709196 0,-77.00102784 -12.10584699 0,-77.001669 -12.10099302 0,-76.99847112 -12.10065597 0)",HIGUERETA,SAN BORJA,030107,150130,18
"(-77.007069 -12.105801 0,-77.006259 -12.10582296 0,-77.00505408 -12.105837 0,-77.00375304 -12.10584798 0,-77.00239512 -12.10584996 0,-77.00102784 -12.10584699 0,-77.00091696 -12.10709196 0,-77.00069916 -12.10864698 0,-77.00168916 -12.109887 0,-77.00200992 -12.10963797 0,-77.00378184 -12.10824099 0,-77.00440716 -12.10778901 0,-77.00508108 -12.10859298 0,-77.00554188 -12.10825638 0,-77.00632056 -12.10834656 0,-77.00633892 -12.107439 0,-77.00646492 -12.10727502 0,-77.00652288 -12.107115 0,-77.00649588 -12.10698504 0,-77.00643 -12.106881 0,-77.00658408 -12.10673196 0,-77.00702796 -12.10698702 0,-77.00709492 -12.10652802 0,-77.007069 -12.105801 0)",HIGUERETA,SAN BORJA,030108,150130,35
"(-77.00624208 -12.10099698 0,-77.00446296 -12.101184 0,-77.00250096 -12.10104504 0,-77.001669 -12.10099302 0,-77.00102784 -12.10584699 0,-77.00239512 -12.10584996 0,-77.00375304 -12.10584798 0,-77.00505408 -12.105837 0,-77.006259 -12.10582296 0,-77.00624208 -12.10099698 0)",HIGUERETA,SAN BORJA,030109,150130,18
"(-77.00870412 -12.10700403 0,-77.00838696 -12.10696299 0,-77.00702796 -12.10698702 0,-77.00658408 -12.10673196 0,-77.00643 -12.106881 0,-77.00649588 -12.10698504 0,-77.00652288 -12.107115 0,-77.00646492 -12.10727502 0,-77.00633892 -12.107439 0,-77.00632056 -12.10834656 0,-77.006295 -12.10933899 0,-77.00610492 -12.11211999 0,-77.00708592 -12.11218398 0,-77.00960916 -12.11235903 0,-77.00964192 -12.11174901 0,-77.00970888 -12.11079096 0,-77.00974884 -12.11020398 0,-77.00977116 -12.11020497 0,-77.01048 -12.10730904 0,-77.00870412 -12.10700403 0)",HIGUERETA,SAN BORJA,030110,150130,19
"(-77.01000012 -12.08569797 0,-77.01006204 -12.08492199 0,-77.00880996 -12.08474397 0,-77.00601384 -12.08434896 0,-77.00547384 -12.088458 0,-77.00757192 -12.08872098 0,-77.00976288 -12.08904003 0,-77.01008616 -12.08703402 0,-77.01010884 -12.08649402 0,-77.01000012 -12.08569797 0)",HIGUERETA,SAN BORJA,030111,150130,15
"(-76.99928796 -12.08344599 0,-76.99857516 -12.083229 0,-76.99718592 -12.08246301 0,-76.99660092 -12.08721501 0,-76.99892004 -12.08758698 0,-77.00004612 -12.08775798 0,-77.00001588 -12.08713302 0,-77.00028912 -12.08536902 0,-77.000841 -12.083661 0,-76.99928796 -12.08344599 0)",HIGUERETA,SAN BORJA,030112,150130,24
"(-76.996125 -12.08179296 0,-76.99547088 -12.08152602 0,-76.99409388 -12.08121597 0,-76.99353588 -12.081033 0,-76.99344696 -12.08167803 0,-76.99307292 -12.084498 0,-76.99273308 -12.08659896 0,-76.99660092 -12.08721501 0,-76.99718592 -12.08246301 0,-76.996125 -12.08179296 0)",HIGUERETA,SAN BORJA,030113,150130,11
"(-76.98591684 -12.09012399 0,-76.98485196 -12.08859696 0,-76.98467988 -12.08815596 0,-76.98457116 -12.08756304 0,-76.98451104 -12.08721402 0,-76.98443004 -12.08709297 0,-76.98412404 -12.08658303 0,-76.983948 -12.08496798 0,-76.98261888 -12.08496303 0,-76.98160116 -12.087414 0,-76.98102804 -12.08903904 0,-76.98037212 -12.094299 0,-76.98147084 -12.09445299 0,-76.98173616 -12.09431304 0,-76.98265308 -12.09345597 0,-76.98317508 -12.09402801 0,-76.98422808 -12.09300498 0,-76.98443184 -12.09289896 0,-76.98471696 -12.092832 0,-76.98578292 -12.09291003 0,-76.98589416 -12.091698 0,-76.98664908 -12.09117699 0,-76.98591684 -12.09012399 0)",HIGUERETA,SAN BORJA,030103,150130,7
"(-76.99403916 -12.13768197 0,-76.99381416 -12.13726104 0,-76.99337208 -12.13623999 0,-76.99207104 -12.13327197 0,-76.99101804 -12.13373097 0,-76.99002408 -12.13413201 0,-76.99074408 -12.13646796 0,-76.99195116 -12.14034003 0,-76.99214016 -12.14062497 0,-76.99247496 -12.14089803 0,-76.993722 -12.13935903 0,-76.99455396 -12.13810704 0,-76.99403916 -12.13768197 0)",HIGUERETA,SANTIAGO DE SURCO,040104,150140,5
"(-77.01758496 -12.15107496 0,-77.01635196 -12.15169497 0,-77.01629796 -12.15161001 0,-77.01580584 -12.15196596 0,-77.01543792 -12.15225801 0,-77.01518016 -12.151746 0,-77.01483708 -12.15194796 0,-77.01500988 -12.15226602 0,-77.01369192 -12.15286101 0,-77.013423 -12.15254898 0,-77.01304284 -12.15213003 0,-77.01286212 -12.15213003 0,-77.01141816 -12.15222804 0,-77.01136092 -12.15221499 0,-77.01132996 -12.15221202 0,-77.008581 -12.15317799 0,-77.00668812 -12.15388998 0,-77.00682384 -12.154212 0,-77.00492628 -12.15540378 0,-77.00728608 -12.16023696 0,-77.00929812 -12.15915804 0,-77.01214104 -12.15769797 0,-77.01348312 -12.15700803 0,-77.01474384 -12.15630702 0,-77.015997 -12.15562896 0,-77.01694596 -12.15512298 0,-77.01641712 -12.15406197 0,-77.01705684 -12.15346797 0,-77.017671 -12.15304902 0,-77.01835104 -12.15262899 0,-77.01758496 -12.15107496 0)",HIGUERETA,SANTIAGO DE SURCO,040105,150140,20
"(-76.97950812 -12.08238102 0,-76.97781396 -12.08082798 0,-76.97702304 -12.07997802 0,-76.97605284 -12.07823796 0,-76.97517408 -12.07865502 0,-76.97491812 -12.07876401 0,-76.97492172 -12.0780522 0,-76.97442708 -12.07746855 0,-76.97391552 -12.07881927 0,-76.97371104 -12.07971981 0,-76.9738644 -12.08072043 0,-76.9738986 -12.08152089 0,-76.9738644 -12.08210454 0,-76.97336976 -12.08288835 0,-76.97301192 -12.08325519 0,-76.97296044 -12.08358873 0,-76.97291112 -12.08380401 0,-76.97330208 -12.08385297 0,-76.97322108 -12.08449098 0,-76.97372112 -12.090906 0,-76.973895 -12.09324897 0,-76.97348604 -12.096459 0,-76.97331108 -12.09794499 0,-76.97974788 -12.09880503 0,-76.98037212 -12.094299 0,-76.98102804 -12.08903904 0,-76.98160116 -12.087414 0,-76.98261888 -12.08496303 0,-76.97950812 -12.08238102 0)",HIGUERETA,SANTIAGO DE SURCO,040106,150140,10
"(-77.01296112 -12.09180402 0,-77.01281604 -12.09198897 0,-77.01253416 -12.092013 0,-77.01192108 -12.09224502 0,-77.01136812 -12.09257298 0,-77.01095808 -12.09294999 0,-77.01047388 -12.09345696 0,-77.00995692 -12.09413304 0,-77.01201612 -12.09797496 0,-77.01228288 -12.09800997 0,-77.01251184 -12.09799404 0,-77.01299712 -12.09573396 0,-77.01331788 -12.09423996 0,-77.01382908 -12.09185901 0,-77.01296112 -12.09180402 0)",HIGUERETA,SAN ISIDRO,031116,150131,3
"(-77.01331788 -12.09423996 0,-77.01299712 -12.09573396 0,-77.01251184 -12.09799404 0,-77.01228288 -12.09800997 0,-77.01201612 -12.09797496 0,-77.01194592 -12.09833703 0,-77.01195096 -12.09861603 0,-77.01201504 -12.09895398 0,-77.01219504 -12.09927798 0,-77.01257916 -12.09930597 0,-77.01310116 -12.09976002 0,-77.014188 -12.09924504 0,-77.01699996 -12.09885399 0,-77.01698412 -12.09818196 0,-77.01731712 -12.09785004 0,-77.01831 -12.09771801 0,-77.01836004 -12.09628098 0,-77.01850512 -12.09497004 0,-77.01331788 -12.09423996 0)",HIGUERETA,SAN ISIDRO,031117,150131,5
"(-77.0227146 -12.102075 0,-77.02253496 -12.10181166 0,-77.022333 -12.10153734 0,-77.022243 -12.10124097 0,-77.022243 -12.10069233 0,-77.02227684 -12.10003389 0,-77.0221872 -12.09945231 0,-77.02204104 -12.09909024 0,-77.0219064 -12.09872808 0,-77.02177176 -12.09808062 0,-77.02128936 -12.09811356 0,-77.02113204 -12.09736737 0,-77.02038612 -12.097467 0,-77.01831 -12.09771801 0,-77.01848784 -12.09918204 0,-77.01746292 -12.10143402 0,-77.01738984 -12.102147 0,-77.01869196 -12.10194297 0,-77.02283088 -12.10236804 0,-77.0227146 -12.102075 0)",HIGUERETA,SAN ISIDRO,031118,150131,3
"(-77.01643872 -12.10570146 0,-77.0165622 -12.10521861 0,-77.01647256 -12.10471389 0,-77.01639408 -12.10428585 0,-77.01633792 -12.1039128 0,-77.01550164 -12.10439007 0,-77.01536484 -12.104154 0,-77.01477012 -12.10446396 0,-77.014017 -12.104847 0,-77.01365088 -12.10494096 0,-77.01312816 -12.105027 0,-77.01255 -12.10501296 0,-77.012298 -12.10497903 0,-77.01190596 -12.10489002 0,-77.011749 -12.10554396 0,-77.01089904 -12.10534596 0,-77.01048 -12.10730904 0,-77.01131088 -12.10743603 0,-77.014719 -12.10806099 0,-77.01626988 -12.10595796 0,-77.01643872 -12.10570146 0)",HIGUERETA,SAN ISIDRO,031119,150131,3
"(-77.02593408 -12.09395304 0,-77.02553304 -12.093975 0,-77.025006 -12.094227 0,-77.02415892 -12.09462201 0,-77.02509888 -12.09678102 0,-77.02587 -12.09878397 0,-77.027076 -12.09824703 0,-77.02754184 -12.09814803 0,-77.02847784 -12.09826296 0,-77.02894404 -12.09510504 0,-77.02904016 -12.09436704 0,-77.02593408 -12.09395304 0)",HIGUERETA,SAN ISIDRO,031120,150131,4
"(-77.03235108 -12.09481299 0,-77.03178192 -12.09517497 0,-77.03165592 -12.09535803 0,-77.03026812 -12.09519801 0,-77.03020008 -12.09526902 0,-77.02894404 -12.09510504 0,-77.02847784 -12.09826296 0,-77.02886484 -12.09833397 0,-77.02893792 -12.09864699 0,-77.02918488 -12.09879 0,-77.02912296 -12.09918996 0,-77.03222508 -12.09973302 0,-77.03286192 -12.09556503 0,-77.03300916 -12.094578 0,-77.03235108 -12.09481299 0)",HIGUERETA,SAN ISIDRO,031121,150131,6
"(-77.038695 -12.10346901 0,-77.03851104 -12.102813 0,-77.03848404 -12.10222701 0,-77.03839188 -12.101841 0,-77.03588808 -12.10215096 0,-77.03598492 -12.10317003 0,-77.03530704 -12.10324302 0,-77.03490996 -12.10313601 0,-77.03480196 -12.10313601 0,-77.034609 -12.10172796 0,-77.03380296 -12.10184298 0,-77.03336808 -12.10191102 0,-77.03295804 -12.101994 0,-77.03188596 -12.10180797 0,-77.03157312 -12.10357998 0,-77.03339004 -12.10588497 0,-77.03363916 -12.10553298 0,-77.03379396 -12.105117 0,-77.03412408 -12.10457403 0,-77.03443188 -12.10471398 0,-77.03615016 -12.10455999 0,-77.03626104 -12.10522203 0,-77.03753292 -12.10506399 0,-77.03898084 -12.10487904 0,-77.038695 -12.10346901 0)",HIGUERETA,SAN ISIDRO,031123,150131,9
"(-76.98854088 -12.14376498 0,-76.98824784 -12.14334396 0,-76.98801816 -12.14288703 0,-76.98755304 -12.13972596 0,-76.98461184 -12.140199 0,-76.98581496 -12.14727597 0,-76.98609 -12.14791002 0,-76.98698892 -12.14739603 0,-76.98848004 -12.14565804 0,-76.98946212 -12.14442801 0,-76.98854088 -12.14376498 0)",HIGUERETA,SANTIAGO DE SURCO,040102,150140,15
"(-76.98365784 -12.13452396 0,-76.98311208 -12.13314102 0,-76.97957004 -12.13447896 0,-76.98032712 -12.13668702 0,-76.98068784 -12.13879698 0,-76.981086 -12.14083197 0,-76.98133908 -12.14077104 0,-76.98461184 -12.140199 0,-76.98365784 -12.13452396 0)",HIGUERETA,SANTIAGO DE SURCO,040103,150140,18
"(-77.055813 -12.097998 0,-77.05396116 -12.09884202 0,-77.05291284 -12.09909303 0,-77.05098792 -12.098979 0,-77.05145016 -12.10297203 0,-77.055444 -12.10227804 0,-77.05744416 -12.10128102 0,-77.055813 -12.097998 0)",HIGUERETA,SAN ISIDRO,031126,150131,4
"(-77.04875592 -12.10572306 0,-77.049306 -12.10552398 0,-77.049144 -12.10489704 0,-77.048982 -12.10395897 0,-77.048865 -12.10292703 0,-77.04675396 -12.10287204 0,-77.04667116 -12.103101 0,-77.04600516 -12.10404096 0,-77.04583812 -12.10408497 0,-77.04538308 -12.10423401 0,-77.04672084 -12.10978503 0,-77.04631404 -12.11032701 0,-77.04621792 -12.110517 0,-77.04629604 -12.11058 0,-77.04670608 -12.110913 0,-77.04698112 -12.11063004 0,-77.047164 -12.11043798 0,-77.04728496 -12.11031 0,-77.04856692 -12.10901103 0,-77.04929196 -12.10834404 0,-77.04935712 -12.10827303 0,-77.04961704 -12.10812696 0,-77.04875592 -12.10572306 0)",HIGUERETA,SAN ISIDRO,031128,150131,6
"(-77.01105312 -12.10359897 0,-77.01082488 -12.10330404 0,-77.010597 -12.10291002 0,-77.01047712 -12.102444 0,-77.01029892 -12.10203099 0,-77.01007104 -12.10163004 0,-77.00979312 -12.101301 0,-77.00941188 -12.10095702 0,-77.00913396 -12.10076199 0,-77.00876496 -12.10036104 0,-77.00790384 -12.100725 0,-77.00749308 -12.10079196 0,-77.00624208 -12.10099698 0,-77.006259 -12.10582296 0,-77.007069 -12.105801 0,-77.00709492 -12.10652802 0,-77.00702796 -12.10698702 0,-77.00838696 -12.10696299 0,-77.00870412 -12.10700403 0,-77.01048 -12.10730904 0,-77.01089904 -12.10534596 0,-77.01124284 -12.10373703 0,-77.01105312 -12.10359897 0)",HIGUERETA,SAN BORJA,030114,150130,18
"(-76.99739292 -12.10687398 0,-76.99567284 -12.106728 0,-76.99508496 -12.106872 0,-76.99420692 -12.104919 0,-76.9940694 -12.10477446 0,-76.99352616 -12.10447395 0,-76.99225284 -12.10641903 0,-76.99194216 -12.10710204 0,-76.99368384 -12.11121099 0,-76.99417812 -12.11123799 0,-76.99430484 -12.11112504 0,-76.99617504 -12.10914297 0,-76.99710816 -12.10790502 0,-76.99784904 -12.10729698 0,-76.99805388 -12.10690998 0,-76.99739292 -12.10687398 0)",HIGUERETA,SAN BORJA,030115,150130,11
"(-77.04635184 -12.10282002 0,-77.04608004 -12.10182597 0,-77.04216792 -12.10269798 0,-77.042646 -12.10482396 0,-77.043078 -12.10472001 0,-77.04386388 -12.10821498 0,-77.04443304 -12.11047596 0,-77.04621792 -12.110517 0,-77.04631404 -12.11032701 0,-77.04672084 -12.10978503 0,-77.04538308 -12.10423401 0,-77.04583812 -12.10408497 0,-77.04600516 -12.10404096 0,-77.04667116 -12.103101 0,-77.04675396 -12.10287204 0,-77.04635184 -12.10282002 0)",HIGUERETA,SAN ISIDRO,031129,150131,4
"(-76.99377312 -12.10058397 0,-76.99307292 -12.10078503 0,-76.99204512 -12.10134402 0,-76.99015116 -12.10283703 0,-76.99033692 -12.10349799 0,-76.99194216 -12.10710204 0,-76.99225284 -12.10641903 0,-76.99352616 -12.10447395 0,-76.9940694 -12.10477446 0,-76.99451004 -12.10409316 0,-76.99484808 -12.10341177 0,-76.99501224 -12.10284063 0,-76.99516596 -12.1017285 0,-76.99522716 -12.10116735 0,-76.99556556 -12.10114728 0,-76.99560804 -12.1005 0,-76.99464612 -12.10049001 0,-76.99377312 -12.10058397 0)",HIGUERETA,SAN BORJA,030116,150130,7
"(-76.99350204 -12.08953296 0,-76.99291092 -12.08944098 0,-76.99213404 -12.08938203 0,-76.99092012 -12.08941983 0,-76.99020408 -12.08954898 0,-76.99034124 -12.09041235 0,-76.990527 -12.09115323 0,-76.99116708 -12.09095001 0,-76.99136904 -12.09151899 0,-76.99177512 -12.092418 0,-76.99242492 -12.09353796 0,-76.99271112 -12.093993 0,-76.99376412 -12.09335301 0,-76.99576392 -12.09294198 0,-76.99619916 -12.08989998 0,-76.99350204 -12.08953296 0)",HIGUERETA,SAN BORJA,030118,150130,5
"(-76.98712788 -12.08581497 0,-76.983948 -12.08496798 0,-76.98412404 -12.08658303 0,-76.98443004 -12.08709297 0,-76.98451104 -12.08721402 0,-76.98457116 -12.08756304 0,-76.98467988 -12.08815596 0,-76.98485196 -12.08859696 0,-76.98591684 -12.09012399 0,-76.98664908 -12.09117699 0,-76.98758508 -12.09050199 0,-76.988637 -12.08999403 0,-76.989618 -12.089673 0,-76.99020408 -12.08954898 0,-76.99017888 -12.08918799 0,-76.99016016 -12.08773404 0,-76.99033512 -12.08629098 0,-76.98712788 -12.08581497 0)",HIGUERETA,SAN BORJA,030119,150130,7
"(-77.04234792 -12.09918996 0,-77.04181584 -12.09862701 0,-77.04061092 -12.09645297 0,-77.039991 -12.09531096 0,-77.03817912 -12.09579795 0,-77.03834904 -12.09497904 0,-77.03499312 -12.09448296 0,-77.03533116 -12.09548196 0,-77.03569584 -12.09645099 0,-77.03586288 -12.09655701 0,-77.03707896 -12.098961 0,-77.03717616 -12.09903498 0,-77.03733888 -12.09919896 0,-77.03760312 -12.09949497 0,-77.03778204 -12.09994902 0,-77.03800884 -12.10065201 0,-77.04058716 -12.10014702 0,-77.04302184 -12.09967704 0,-77.04234792 -12.09918996 0)",HIGUERETA,SAN ISIDRO,031124,150131,5
"(-77.04818208 -12.09604599 0,-77.04813204 -12.09634002 0,-77.04359388 -12.09570102 0,-77.04342504 -12.096846 0,-77.04149688 -12.09656997 0,-77.0413212 -12.097773 0,-77.04181584 -12.09862701 0,-77.04234792 -12.09918996 0,-77.04302184 -12.09967704 0,-77.04718092 -12.09893202 0,-77.04932112 -12.09853503 0,-77.04961596 -12.09882204 0,-77.05005696 -12.09887901 0,-77.05043316 -12.09636504 0,-77.04818208 -12.09604599 0)",HIGUERETA,SAN ISIDRO,031125,150131,1
"(-76.99214016 -12.14062497 0,-76.99195116 -12.14034003 0,-76.99074408 -12.13646796 0,-76.98713688 -12.13715799 0,-76.98755304 -12.13972596 0,-76.98801816 -12.14288703 0,-76.98824784 -12.14334396 0,-76.98854088 -12.14376498 0,-76.98946212 -12.14442801 0,-76.99123908 -12.14238897 0,-76.99184388 -12.14174304 0,-76.99247496 -12.14089803 0,-76.99214016 -12.14062497 0)",HIGUERETA,SANTIAGO DE SURCO,040108,150140,16
"(-76.99002408 -12.13413201 0,-76.98882996 -12.13103196 0,-76.98617316 -12.13202997 0,-76.98645612 -12.13278597 0,-76.98713688 -12.13715799 0,-76.99074408 -12.13646796 0,-76.99002408 -12.13413201 0)",HIGUERETA,SANTIAGO DE SURCO,040109,150140,10
"(-76.99273308 -12.08659896 0,-76.99033512 -12.08629098 0,-76.99016016 -12.08773404 0,-76.99017888 -12.08918799 0,-76.99020408 -12.08954898 0,-76.99092012 -12.08941983 0,-76.99213404 -12.08938203 0,-76.99291092 -12.08944098 0,-76.99350204 -12.08953296 0,-76.99619916 -12.08989998 0,-76.99660092 -12.08721501 0,-76.99273308 -12.08659896 0)",HIGUERETA,SAN BORJA,030117,150130,10
"(-77.04312084 -12.11089203 0,-77.04133092 -12.10918797 0,-77.03959788 -12.10753503 0,-77.038218 -12.10893399 0,-77.03797608 -12.10917303 0,-77.037174 -12.10996098 0,-77.03705808 -12.10989996 0,-77.03692092 -12.10988196 0,-77.03677188 -12.10991202 0,-77.03667 -12.10994496 0,-77.03661888 -12.10997799 0,-77.03649792 -12.11019696 0,-77.03652312 -12.11049099 0,-77.03668584 -12.11070897 0,-77.03697816 -12.11074596 0,-77.03716896 -12.11068197 0,-77.03984988 -12.114117 0,-77.04155196 -12.11623101 0,-77.04500112 -12.11266098 0,-77.04312084 -12.11089203 0)",HIGUERETA,MIRAFLORES,022108,150122,8
